#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             Coulomb             BlockWeight         BlockCPU            AcceptRatio         
         0   -4.6659325217e-01    5.1956885789e-01   -1.2091839278e+00    7.4259067566e-01   -1.2091839278e+00    1.2800000000e+04    5.7413711084e-03    9.8390625000e-01
         1   -4.4929622793e-01    4.5592866598e-01   -1.2328969128e+00    7.8360068483e-01   -1.2328969128e+00    1.2800000000e+04    5.8279383984e-03    9.8265625000e-01
         2   -4.4798849859e-01    5.8776327512e-01   -1.3111612472e+00    8.6317274860e-01   -1.3111612472e+00    1.2800000000e+04    5.7723185107e-03    9.8085937500e-01
         3   -4.7918068339e-01    5.2693020862e-01   -1.1927134068e+00    7.1353272346e-01   -1.1927134068e+00    1.2800000000e+04    5.7812706201e-03    9.8210937500e-01
         4   -4.7299629433e-01    6.9378053577e-01   -1.2460016798e+00    7.7300538552e-01   -1.2460016798e+00    1.2800000000e+04    5.7504792627e-03    9.8015625000e-01
         5   -4.5470407039e-01    5.0751574253e-01   -1.2549132047e+00    8.0020913429e-01   -1.2549132047e+00    1.2800000000e+04    5.7850815039e-03    9.8296875000e-01
         6   -4.7711457044e-01    5.5059220039e-01   -1.2047181434e+00    7.2760357294e-01   -1.2047181434e+00    1.2800000000e+04    5.7916506104e-03    9.8437500000e-01
         7   -4.6409200296e-01    6.0690126648e-01   -1.2350133260e+00    7.7092132303e-01   -1.2350133260e+00    1.2800000000e+04    5.7845665674e-03    9.8359375000e-01
         8   -4.5368060214e-01    5.1818690493e-01   -1.2757863389e+00    8.2210573675e-01   -1.2757863389e+00    1.2800000000e+04    5.7653857715e-03    9.8031250000e-01
         9   -4.4536498910e-01    7.1135933068e-01   -1.2801473689e+00    8.3478237982e-01   -1.2801473689e+00    1.2800000000e+04    5.7619478662e-03    9.8203125000e-01
        10   -4.6485457650e-01    6.3500954658e-01   -1.2978284153e+00    8.3297383883e-01   -1.2978284153e+00    1.2800000000e+04    5.7925540039e-03    9.8367187500e-01
        11   -4.6647150402e-01    6.2507598659e-01   -1.2256152510e+00    7.5914374702e-01   -1.2256152510e+00    1.2800000000e+04    5.7838312158e-03    9.8250000000e-01
        12   -4.8583807123e-01    5.3805671338e-01   -1.1434242283e+00    6.5758615706e-01   -1.1434242283e+00    1.2800000000e+04    5.7810592529e-03    9.8421875000e-01
        13   -4.5922430539e-01    5.6834566598e-01   -1.2536441047e+00    7.9441979936e-01   -1.2536441047e+00    1.2800000000e+04    5.7802649854e-03    9.8257812500e-01
        14   -4.6062604880e-01    5.1387190021e-01   -1.2267584966e+00    7.6613244778e-01   -1.2267584966e+00    1.2800000000e+04    5.7737533984e-03    9.8523437500e-01
        15   -4.6716132223e-01    7.2548428332e-01   -1.2672674137e+00    8.0010609150e-01   -1.2672674137e+00    1.2800000000e+04    5.7909570361e-03    9.8390625000e-01
        16   -4.4252818196e-01    4.3813473211e-01   -1.2914238541e+00    8.4889567211e-01   -1.2914238541e+00    1.2800000000e+04    5.7621990527e-03    9.7929687500e-01
        17   -4.5152509157e-01    6.8144612889e-01   -1.2879555113e+00    8.3643041974e-01   -1.2879555113e+00    1.2800000000e+04    5.7740724854e-03    9.8265625000e-01
        18   -4.8373573979e-01    6.8227701859e-01   -1.1805515673e+00    6.9681582746e-01   -1.1805515673e+00    1.2800000000e+04    5.7926624756e-03    9.8437500000e-01
        19   -4.5256454735e-01    5.3631127869e-01   -1.2551948638e+00    8.0263031648e-01   -1.2551948638e+00    1.2800000000e+04    5.7727124023e-03    9.8515625000e-01
        20   -4.5634343397e-01    6.5632447273e-01   -1.2679809786e+00    8.1163754468e-01   -1.2679809786e+00    1.2800000000e+04    5.7838617334e-03    9.8257812500e-01
        21   -4.6545630611e-01    8.5537714541e-01   -1.2452303670e+00    7.7977406091e-01   -1.2452303670e+00    1.2800000000e+04    5.7876990576e-03    9.8289062500e-01
        22   -4.7887973131e-01    6.9514981628e-01   -1.1919465145e+00    7.1306678322e-01   -1.1919465145e+00    1.2800000000e+04    5.7818811621e-03    9.8367187500e-01
        23   -4.7560902035e-01    5.6948139256e-01   -1.1918025896e+00    7.1619356923e-01   -1.1918025896e+00    1.2800000000e+04    5.7906108008e-03    9.8500000000e-01
        24   -4.8809406281e-01    1.0178377390e+00   -1.1785034321e+00    6.9040936925e-01   -1.1785034321e+00    1.2800000000e+04    5.7699031543e-03    9.8296875000e-01
        25   -4.5772797106e-01    8.4536169212e-01   -1.2709899370e+00    8.1326196591e-01   -1.2709899370e+00    1.2800000000e+04    5.7655704443e-03    9.8109375000e-01
        26   -4.3368480920e-01    5.6348338868e-01   -1.3143243103e+00    8.8063950111e-01   -1.3143243103e+00    1.2800000000e+04    5.7976104785e-03    9.8390625000e-01
        27   -4.6352494296e-01    6.5343991589e-01   -1.2406882457e+00    7.7716330275e-01   -1.2406882457e+00    1.2800000000e+04    5.7926522266e-03    9.8484375000e-01
