#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             Coulomb             BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5704139717e-01    4.8752834937e-01   -1.1759472629e+00    7.1890586572e-01   -1.1759472629e+00    1.2800000000e+04    5.3063590039e-03    1.0000000000e+00
         1   -4.3747684860e-01    5.3619016773e-01   -1.1435558795e+00    7.0607903087e-01   -1.1435558795e+00    1.2800000000e+04    5.3025052930e-03    1.0000000000e+00
         2   -4.3278682403e-01    5.4145323213e-01   -1.1099181540e+00    6.7713132997e-01   -1.1099181540e+00    1.2800000000e+04    5.3040559424e-03    1.0000000000e+00
         3   -4.6610871490e-01    6.1506684702e-01   -1.0890954330e+00    6.2298671807e-01   -1.0890954330e+00    1.2800000000e+04    5.3030904688e-03    9.9992187500e-01
         4   -5.3015204234e-01    1.2070194404e+00   -1.0781997949e+00    5.4804775259e-01   -1.0781997949e+00    1.2800000000e+04    5.3006376514e-03    9.9992187500e-01
         5   -4.6553182511e-01    5.3090324872e-01   -1.0061446702e+00    5.4061284504e-01   -1.0061446702e+00    1.2800000000e+04    5.3006725830e-03    1.0000000000e+00
         6   -4.4055322519e-01    3.5836621384e-01   -9.9670682360e-01    5.5615359842e-01   -9.9670682360e-01    1.2800000000e+04    5.3017448975e-03    1.0000000000e+00
         7   -4.3105554643e-01    4.6242260378e-01   -1.0078938254e+00    5.7683827895e-01   -1.0078938254e+00    1.2800000000e+04    5.3036321094e-03    9.9992187500e-01
         8   -4.4913341563e-01    4.0525318264e-01   -1.0579182683e+00    6.0878485265e-01   -1.0579182683e+00    1.2800000000e+04    5.3024717773e-03    1.0000000000e+00
         9   -4.4234727192e-01    3.7986203152e-01   -1.0415262426e+00    5.9917897067e-01   -1.0415262426e+00    1.2800000000e+04    5.2974329297e-03    1.0000000000e+00
        10   -4.2102719424e-01    3.3824304948e-01   -1.0277987271e+00    6.0677153291e-01   -1.0277987271e+00    1.2800000000e+04    5.3008135059e-03    1.0000000000e+00
        11   -4.4818612440e-01    3.9974214809e-01   -1.0656085747e+00    6.1742245030e-01   -1.0656085747e+00    1.2800000000e+04    5.3019187207e-03    1.0000000000e+00
        12   -3.9432577282e-01    3.1739012675e-01   -1.0588371473e+00    6.6451137446e-01   -1.0588371473e+00    1.2800000000e+04    5.3047995215e-03    1.0000000000e+00
        13   -3.9849271873e-01    3.2178107270e-01   -1.1349575754e+00    7.3646485667e-01   -1.1349575754e+00    1.2800000000e+04    5.3041539062e-03    1.0000000000e+00
