0.93134971 3.289971620985e+00 1.487087240528e-01
0.93134971 3.289971620985e+00 1.487087240528e-01
0.93134971 3.289971620985e+00 1.487087240528e-01
0.93134971 3.289971620985e+00 1.487087240528e-01
0.93134971 3.289971620985e+00 1.487087240528e-01
0.93134971 3.289971620985e+00 1.487087240528e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.31712739 2.091734383376e+00 1.890953400480e-01
1.61314502 1.305552952439e+00 1.770353693954e-01
1.61314502 1.305552952439e+00 1.770353693954e-01
1.61314502 1.305552952439e+00 1.770353693954e-01
1.61314502 1.305552952439e+00 1.770353693954e-01
1.61314502 1.305552952439e+00 1.770353693954e-01
1.61314502 1.305552952439e+00 1.770353693954e-01
1.61314502 1.305552952439e+00 1.770353693954e-01
1.61314502 1.305552952439e+00 1.770353693954e-01
1.86269942 8.027541403521e-01 1.451399071997e-01
1.86269942 8.027541403521e-01 1.451399071997e-01
1.86269942 8.027541403521e-01 1.451399071997e-01
1.86269942 8.027541403521e-01 1.451399071997e-01
1.86269942 8.027541403521e-01 1.451399071997e-01
1.86269942 8.027541403521e-01 1.451399071997e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
2.08256126 4.908670624675e-01 1.109374531888e-01
