#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -4.4834911960e+01    2.0117811280e+03   -7.8823414799e+01    3.3988502839e+01   -1.1547779628e+01   -5.1102678671e+01   -1.9878925324e+01    3.7059688247e+00   -1.1217745466e+01    6.7395593700e-02    5.1200000000e+03    1.5127039000e-01    7.5977478027e-01
         1   -4.4848595935e+01    2.0130855862e+03   -7.8866092033e+01    3.4017496098e+01   -1.1545798594e+01   -5.1102678671e+01   -2.0014334871e+01    3.7967201029e+00   -1.1217975081e+01    6.7395593700e-02    5.1200000000e+03    1.5121635813e-01    7.5841674805e-01
         2   -4.4863162073e+01    2.0143607049e+03   -7.9049357158e+01    3.4186195085e+01   -1.1518452372e+01   -5.1102678671e+01   -2.0214737555e+01    3.7865114408e+00   -1.1192201997e+01    6.7395593700e-02    5.1200000000e+03    1.5140000769e-01    7.5926208496e-01
         3   -4.4843264788e+01    2.0126528052e+03   -7.8595294481e+01    3.3752029693e+01   -1.1515196658e+01   -5.1102678671e+01   -1.9819167382e+01    3.8417482296e+00   -1.1185745978e+01    6.7395593700e-02    5.1200000000e+03    1.5120479385e-01    7.5935974121e-01
         4   -4.4849809079e+01    2.0132295517e+03   -7.8740735752e+01    3.3890926673e+01   -1.1527471509e+01   -5.1102678671e+01   -1.9805814509e+01    3.6952289371e+00   -1.1196801500e+01    6.7395593700e-02    5.1200000000e+03    1.5109552583e-01    7.5997924805e-01
         5   -4.4868238368e+01    2.0148125631e+03   -7.9037942945e+01    3.4169704577e+01   -1.1505493649e+01   -5.1102678671e+01   -2.0041190778e+01    3.6114201537e+00   -1.1173408006e+01    6.7395593700e-02    5.1200000000e+03    1.5120143379e-01    7.5845947266e-01
         6   -4.4893328688e+01    2.0171118653e+03   -7.9113421548e+01    3.4220092860e+01   -1.1543283236e+01   -5.1102678671e+01   -2.0132316859e+01    3.6648572183e+00   -1.1226400831e+01    6.7395593700e-02    5.1200000000e+03    1.5121049790e-01    7.5754089355e-01
         7   -4.4871090896e+01    2.0152730117e+03   -7.8900910924e+01    3.4029820028e+01   -1.1430385693e+01   -5.1102678671e+01   -2.0144722722e+01    3.7768761622e+00   -1.1101185524e+01    6.7395593700e-02    5.1200000000e+03    1.5145162122e-01    7.5836181641e-01
         8   -4.4851675557e+01    2.0133919225e+03   -7.8746883554e+01    3.3895207997e+01   -1.1521265659e+01   -5.1102678671e+01   -1.9904675583e+01    3.7817363589e+00   -1.1195814538e+01    6.7395593700e-02    5.1200000000e+03    1.5135573449e-01    7.5897216797e-01
         9   -4.4869940176e+01    2.0150091116e+03   -7.8989071885e+01    3.4119131708e+01   -1.1471063274e+01   -5.1102678671e+01   -2.0222305179e+01    3.8069752392e+00   -1.1140788090e+01    6.7395593700e-02    5.1200000000e+03    1.5127353174e-01    7.5982055664e-01
        10   -4.4863116671e+01    2.0143811971e+03   -7.8976544177e+01    3.4113427506e+01   -1.1541688980e+01   -5.1102678671e+01   -2.0151850413e+01    3.8196738866e+00   -1.1216628488e+01    6.7395593700e-02    5.1200000000e+03    1.5129668956e-01    7.5916748047e-01
        11   -4.4880460300e+01    2.0159809637e+03   -7.8807434876e+01    3.3926974576e+01   -1.1477892789e+01   -5.1102678671e+01   -1.9881891887e+01    3.6550284715e+00   -1.1147445707e+01    6.7395593700e-02    5.1200000000e+03    1.5133867523e-01    7.5890197754e-01
        12   -4.4872941388e+01    2.0153070221e+03   -7.8876701450e+01    3.4003760062e+01   -1.1461135976e+01   -5.1102678671e+01   -2.0000958316e+01    3.6880715126e+00   -1.1134696723e+01    6.7395593700e-02    5.1200000000e+03    1.5145263472e-01    7.5787963867e-01
        13   -4.4858827550e+01    2.0140306126e+03   -7.8925933174e+01    3.4067105624e+01   -1.1588362600e+01   -5.1102678671e+01   -1.9943911805e+01    3.7090199033e+00   -1.1262105278e+01    6.7395593700e-02    5.1200000000e+03    1.5122542128e-01    7.5869140625e-01
        14   -4.4840903104e+01    2.0123767126e+03   -7.8903034909e+01    3.4062131805e+01   -1.1545897658e+01   -5.1102678671e+01   -1.9978137965e+01    3.7236793847e+00   -1.1216689666e+01    6.7395593700e-02    5.1200000000e+03    1.5120653934e-01    7.5849609375e-01
        15   -4.4859284131e+01    2.0140580543e+03   -7.8938239192e+01    3.4078955060e+01   -1.1552730445e+01   -5.1102678671e+01   -1.9982665367e+01    3.6998352909e+00   -1.1239486823e+01    6.7395593700e-02    5.1200000000e+03    1.5130079001e-01    7.5957336426e-01
        16   -4.4839996414e+01    2.0122712243e+03   -7.8802836933e+01    3.3962840518e+01   -1.1563763791e+01   -5.1102678671e+01   -1.9934269152e+01    3.7978746819e+00   -1.1235571931e+01    6.7395593700e-02    5.1200000000e+03    1.5115908675e-01    7.5867004395e-01
        17   -4.4828817802e+01    2.0113755954e+03   -7.8850579546e+01    3.4021761743e+01   -1.1524678829e+01   -5.1102678671e+01   -1.9867295790e+01    3.6440737447e+00   -1.1193961447e+01    6.7395593700e-02    5.1200000000e+03    1.5117553997e-01    7.5728149414e-01
        18   -4.4830410472e+01    2.0114389740e+03   -7.8932965290e+01    3.4102554817e+01   -1.1537340636e+01   -5.1102678671e+01   -2.0032723692e+01    3.7397777103e+00   -1.1211526587e+01    6.7395593700e-02    5.1200000000e+03    1.5111582103e-01    7.5856933594e-01
        19   -4.4850132362e+01    2.0131397800e+03   -7.8980215353e+01    3.4130082991e+01   -1.1545827777e+01   -5.1102678671e+01   -2.0013994590e+01    3.6822856855e+00   -1.1226035649e+01    6.7395593700e-02    5.1200000000e+03    1.5120173334e-01    7.5825805664e-01
        20   -4.4841279770e+01    2.0124586038e+03   -7.8763239780e+01    3.3921960010e+01   -1.1522264463e+01   -5.1102678671e+01   -1.9879566611e+01    3.7412699653e+00   -1.1199602474e+01    6.7395593700e-02    5.1200000000e+03    1.5096963240e-01    7.5943298340e-01
        21   -4.4852001256e+01    2.0133970306e+03   -7.8844019866e+01    3.3992018610e+01   -1.1534104444e+01   -5.1102678671e+01   -1.9980500194e+01    3.7732634421e+00   -1.1217616833e+01    6.7395593700e-02    5.1200000000e+03    1.5102528626e-01    7.5898742676e-01
        22   -4.4867247269e+01    2.0147386868e+03   -7.8879753002e+01    3.4012505733e+01   -1.1566857173e+01   -5.1102678671e+01   -1.9907845513e+01    3.6976283564e+00   -1.1248266209e+01    6.7395593700e-02    5.1200000000e+03    1.5133771443e-01    7.5830993652e-01
        23   -4.4872897937e+01    2.0152534223e+03   -7.8911847397e+01    3.4038949460e+01   -1.1499739784e+01   -5.1102678671e+01   -2.0042048345e+01    3.7326194029e+00   -1.1172296735e+01    6.7395593700e-02    5.1200000000e+03    1.5134362754e-01    7.5880432129e-01
        24   -4.4862036317e+01    2.0142664249e+03   -7.9010443790e+01    3.4148407473e+01   -1.1598122648e+01   -5.1102678671e+01   -2.0054477831e+01    3.7448353599e+00   -1.1280104846e+01    6.7395593700e-02    5.1200000000e+03    1.5124343374e-01    7.5838317871e-01
        25   -4.4824915742e+01    2.0108938536e+03   -7.8874196402e+01    3.4049280659e+01   -1.1560648440e+01   -5.1102678671e+01   -1.9827070134e+01    3.6162008440e+00   -1.1235899134e+01    6.7395593700e-02    5.1200000000e+03    1.5133631872e-01    7.5900878906e-01
        26   -4.4902165813e+01    2.0178789577e+03   -7.8967266498e+01    3.4065100685e+01   -1.1544781542e+01   -5.1102678671e+01   -2.0132026732e+01    3.8122204473e+00   -1.1231606003e+01    6.7395593700e-02    5.1200000000e+03    1.5129907123e-01    7.5844421387e-01
        27   -4.4880888343e+01    2.0159234118e+03   -7.8964942083e+01    3.4084053740e+01   -1.1564237433e+01   -5.1102678671e+01   -2.0029155677e+01    3.7311296976e+00   -1.1246353720e+01    6.7395593700e-02    5.1200000000e+03    1.5143836009e-01    7.5825805664e-01
        28   -4.4839947290e+01    2.0122505375e+03   -7.8643746219e+01    3.3803798929e+01   -1.1527485264e+01   -5.1102678671e+01   -1.9720138148e+01    3.7065558634e+00   -1.1199143559e+01    6.7395593700e-02    5.1200000000e+03    1.5130283851e-01    7.5883483887e-01
        29   -4.4857242492e+01    2.0138476481e+03   -7.8734916431e+01    3.3877673939e+01   -1.1551166551e+01   -5.1102678671e+01   -1.9734783637e+01    3.6537124274e+00   -1.1226792052e+01    6.7395593700e-02    5.1200000000e+03    1.5109077175e-01    7.5876159668e-01
        30   -4.4867330205e+01    2.0147876757e+03   -7.8755930712e+01    3.3888600507e+01   -1.1577936149e+01   -5.1102678671e+01   -1.9917373793e+01    3.8420579014e+00   -1.1263256801e+01    6.7395593700e-02    5.1200000000e+03    1.5103815150e-01    7.5856323242e-01
        31   -4.4876526217e+01    2.0155748480e+03   -7.8841512494e+01    3.3964986277e+01   -1.1508733299e+01   -5.1102678671e+01   -2.0029388966e+01    3.7992884425e+00   -1.1185152708e+01    6.7395593700e-02    5.1200000000e+03    1.5137908626e-01    7.5938720703e-01
        32   -4.4853622191e+01    2.0134073961e+03   -7.8946497725e+01    3.4092875534e+01   -1.1536100028e+01   -5.1102678671e+01   -1.9911056090e+01    3.6033370639e+00   -1.1212464864e+01    6.7395593700e-02    5.1200000000e+03    1.5141285372e-01    7.5743408203e-01
        33   -4.4876324575e+01    2.0156040485e+03   -7.9089761549e+01    3.4213436974e+01   -1.1592915373e+01   -5.1102678671e+01   -2.0068412277e+01    3.6742447732e+00   -1.1272421850e+01    6.7395593700e-02    5.1200000000e+03    1.5114653324e-01    7.5834655762e-01
        34   -4.4859326810e+01    2.0140804030e+03   -7.8829586369e+01    3.3970259560e+01   -1.1552800622e+01   -5.1102678671e+01   -1.9924722593e+01    3.7506155163e+00   -1.1231737898e+01    6.7395593700e-02    5.1200000000e+03    1.5145252463e-01    7.5822448730e-01
        35   -4.4881219417e+01    2.0160090366e+03   -7.8874833491e+01    3.3993614074e+01   -1.1525509636e+01   -5.1102678671e+01   -1.9990178486e+01    3.7435333025e+00   -1.1201227767e+01    6.7395593700e-02    5.1200000000e+03    1.5150397022e-01    7.5965576172e-01
        36   -4.4849474983e+01    2.0132326514e+03   -7.8887782451e+01    3.4038307468e+01   -1.1470906270e+01   -5.1102678671e+01   -2.0053249466e+01    3.7390519558e+00   -1.1136574248e+01    6.7395593700e-02    5.1200000000e+03    1.5134731998e-01    7.5843505859e-01
        37   -4.4869434876e+01    2.0149576538e+03   -7.8824490666e+01    3.3955055791e+01   -1.1539059612e+01   -5.1102678671e+01   -1.9916837187e+01    3.7340848035e+00   -1.1211418307e+01    6.7395593700e-02    5.1200000000e+03    1.5130141040e-01    7.5888061523e-01
        38   -4.4867606470e+01    2.0148711856e+03   -7.8899527413e+01    3.4031920943e+01   -1.1519667641e+01   -5.1102678671e+01   -2.0079072214e+01    3.8018911129e+00   -1.1196934119e+01    6.7395593700e-02    5.1200000000e+03    1.5123946807e-01    7.5934448242e-01
        39   -4.4828340964e+01    2.0112937414e+03   -7.8763914641e+01    3.3935573677e+01   -1.1584251729e+01   -5.1102678671e+01   -1.9720214277e+01    3.6432300356e+00   -1.1259756698e+01    6.7395593700e-02    5.1200000000e+03    1.5127376907e-01    7.5940551758e-01
        40   -4.4856633735e+01    2.0138107265e+03   -7.8697068195e+01    3.3840434460e+01   -1.1476354574e+01   -5.1102678671e+01   -1.9847462507e+01    3.7294275571e+00   -1.1158595801e+01    6.7395593700e-02    5.1200000000e+03    1.5146865252e-01    7.5882568359e-01
