#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5036322647e+01    2.0295190001e+03   -7.9072623091e+01    3.4036300444e+01   -1.1435707202e+01   -5.1102678671e+01   -2.0864652857e+01    4.3304156395e+00   -1.1122798708e+01    7.6908697481e-02    5.1200000000e+02    1.2754151711e-02    7.5506591797e-01
         1   -4.4988501324e+01    2.0251825109e+03   -7.9491347441e+01    3.4502846118e+01   -1.1481802360e+01   -5.1102678671e+01   -2.0965229264e+01    4.0583628543e+00   -1.1180357122e+01    7.6908697481e-02    5.1200000000e+02    1.3111009473e-02    7.5921630859e-01
         2   -4.4981309888e+01    2.0247388148e+03   -7.9005595080e+01    3.4024285192e+01   -1.1616868741e+01   -5.1102678671e+01   -2.0110957745e+01    3.8249100779e+00   -1.1311673957e+01    7.6908697481e-02    5.1200000000e+02    1.2707349231e-02    7.5622558594e-01
         3   -4.4929063469e+01    2.0203367528e+03   -7.8964951825e+01    3.4035888356e+01   -1.1392258201e+01   -5.1102678671e+01   -2.0288066729e+01    3.8180517769e+00   -1.1086144718e+01    7.6908697481e-02    5.1200000000e+02    1.2718379836e-02    7.5659179688e-01
         4   -4.4881957884e+01    2.0156740252e+03   -7.9143899461e+01    3.4261941577e+01   -1.1523345610e+01   -5.1102678671e+01   -2.0212964610e+01    3.6950894302e+00   -1.1189271513e+01    7.6908697481e-02    5.1200000000e+02    1.2673730313e-02    7.5463867188e-01
         5   -4.4923680821e+01    2.0193694873e+03   -7.9099660152e+01    3.4175979331e+01   -1.1400642187e+01   -5.1102678671e+01   -2.0257320028e+01    3.6609807336e+00   -1.1069172875e+01    7.6908697481e-02    5.1200000000e+02    1.2711967507e-02    7.5158691406e-01
         6   -4.4916572756e+01    2.0188392642e+03   -7.9608435518e+01    3.4691862761e+01   -1.1651850268e+01   -5.1102678671e+01   -2.0217645496e+01    3.3637389183e+00   -1.1337996402e+01    7.6908697481e-02    5.1200000000e+02    1.2692331875e-02    7.5213623047e-01
         7   -4.4922246197e+01    2.0192685946e+03   -7.9325864129e+01    3.4403617932e+01   -1.1547651243e+01   -5.1102678671e+01   -2.0498592989e+01    3.8230587748e+00   -1.1231562403e+01    7.6908697481e-02    5.1200000000e+02    1.2715003623e-02    7.5677490234e-01
         8   -4.4982104811e+01    2.0245984183e+03   -7.9855083099e+01    3.4872978288e+01   -1.1498350649e+01   -5.1102678671e+01   -2.1108296307e+01    3.8542425286e+00   -1.1183592939e+01    7.6908697481e-02    5.1200000000e+02    1.2723687761e-02    7.5927734375e-01
         9   -4.5051880460e+01    2.0311690078e+03   -7.9896221838e+01    3.4844341378e+01   -1.1447573125e+01   -5.1102678671e+01   -2.1321989290e+01    3.9760192475e+00   -1.1136943906e+01    7.6908697481e-02    5.1200000000e+02    1.2709016191e-02    7.5189208984e-01
