#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5092287810e+01    2.0343451949e+03   -8.0389422968e+01    3.5297135158e+01   -1.1518215606e+01   -5.1102678671e+01   -2.1500201798e+01    3.7316731077e+00   -1.1212462126e+01    8.6556426981e-02    5.1200000000e+02    1.2712291489e-02    7.4835205078e-01
         1   -4.5184192141e+01    2.0455575670e+03   -8.0335467581e+01    3.5151275440e+01   -1.1482575245e+01   -5.1102678671e+01   -2.1564774920e+01    3.8145612545e+00   -1.1159862608e+01    8.6556426981e-02    5.1200000000e+02    1.2751010073e-02    7.5726318359e-01
         2   -4.5164376969e+01    2.0408646518e+03   -7.9601503476e+01    3.4437126507e+01   -1.1368219580e+01   -5.1102678671e+01   -2.0839723783e+01    3.7091185584e+00   -1.1078516337e+01    8.6556426981e-02    5.1200000000e+02    1.2747839709e-02    7.5213623047e-01
         3   -4.5226733138e+01    2.0466550128e+03   -7.9618893321e+01    3.4392160183e+01   -1.1364487288e+01   -5.1102678671e+01   -2.1225508245e+01    4.0737808828e+00   -1.1073211516e+01    8.6556426981e-02    5.1200000000e+02    1.2829067952e-02    7.5561523438e-01
         4   -4.5200290831e+01    2.0441999029e+03   -7.9755108403e+01    3.4554817572e+01   -1.1319460529e+01   -5.1102678671e+01   -2.1642193881e+01    4.3092246788e+00   -1.1013326427e+01    8.6556426981e-02    5.1200000000e+02    1.2818995181e-02    7.5305175781e-01
         5   -4.5156963988e+01    2.0402539221e+03   -7.9794169200e+01    3.4637205212e+01   -1.1496638116e+01   -5.1102678671e+01   -2.1208845938e+01    4.0139935256e+00   -1.1176966570e+01    8.6556426981e-02    5.1200000000e+02    1.2799260989e-02    7.6080322266e-01
         6   -4.5193539199e+01    2.0435260159e+03   -8.0047443893e+01    3.4853904694e+01   -1.1392544242e+01   -5.1102678671e+01   -2.1738728805e+01    4.1865078245e+00   -1.1091141713e+01    8.6556426981e-02    5.1200000000e+02    1.2784337424e-02    7.5708007812e-01
         7   -4.5135126806e+01    2.0382655764e+03   -8.0165784105e+01    3.5030657299e+01   -1.1551989972e+01   -5.1102678671e+01   -2.1620594377e+01    4.1094789152e+00   -1.1249683281e+01    8.6556426981e-02    5.1200000000e+02    1.2793669133e-02    7.5207519531e-01
         8   -4.5164800370e+01    2.0410330810e+03   -8.0012943100e+01    3.4848142730e+01   -1.1451422635e+01   -5.1102678671e+01   -2.1315888143e+01    3.8570463494e+00   -1.1148831174e+01    8.6556426981e-02    5.1200000000e+02    1.2774322451e-02    7.5079345703e-01
         9   -4.5135439979e+01    2.0383976765e+03   -8.0278535085e+01    3.5143095106e+01   -1.1450539630e+01   -5.1102678671e+01   -2.1736876031e+01    4.0115592475e+00   -1.1162859094e+01    8.6556426981e-02    5.1200000000e+02    1.2764620920e-02    7.5494384766e-01
        10   -4.5121138756e+01    2.0370239585e+03   -7.9451570615e+01    3.4330431859e+01   -1.1268959164e+01   -5.1102678671e+01   -2.1100775568e+01    4.0208427876e+00   -1.0981807405e+01    8.6556426981e-02    5.1200000000e+02    1.2738182686e-02    7.5177001953e-01
        11   -4.5110072897e+01    2.0360864925e+03   -7.9823335375e+01    3.4713262477e+01   -1.1146903357e+01   -5.1102678671e+01   -2.1517404476e+01    3.9436511290e+00   -1.0829960460e+01    8.6556426981e-02    5.1200000000e+02    1.2776426609e-02    7.5109863281e-01
        12   -4.5218678435e+01    2.0459611823e+03   -7.9548531145e+01    3.4329852710e+01   -1.1317330765e+01   -5.1102678671e+01   -2.1479807221e+01    4.3512855117e+00   -1.1028215356e+01    8.6556426981e-02    5.1200000000e+02    1.2774343816e-02    7.5140380859e-01
        13   -4.5228585581e+01    2.0468391788e+03   -8.0113160295e+01    3.4884574714e+01   -1.1359811833e+01   -5.1102678671e+01   -2.1835044932e+01    4.1843751411e+00   -1.1056813537e+01    8.6556426981e-02    5.1200000000e+02    1.2744268286e-02    7.5329589844e-01
        14   -4.5227897208e+01    2.0466124156e+03   -8.0397215879e+01    3.5169318671e+01   -1.1278928229e+01   -5.1102678671e+01   -2.2252200565e+01    4.2365915855e+00   -1.0983465667e+01    8.6556426981e-02    5.1200000000e+02    1.2785696626e-02    7.5189208984e-01
        15   -4.5224422779e+01    2.0464481089e+03   -8.0613708949e+01    3.5389286170e+01   -1.1440848790e+01   -5.1102678671e+01   -2.2220028513e+01    4.1498470249e+00   -1.1153232878e+01    8.6556426981e-02    5.1200000000e+02    1.2773950076e-02    7.4822998047e-01
        16   -4.5259504019e+01    2.0496188670e+03   -8.0507359779e+01    3.5247855760e+01   -1.1397244899e+01   -5.1102678671e+01   -2.1974225478e+01    3.9667892686e+00   -1.1125156201e+01    8.6556426981e-02    5.1200000000e+02    1.2772329460e-02    7.5219726562e-01
        17   -4.5151483510e+01    2.0397981662e+03   -8.0152063991e+01    3.5000580481e+01   -1.1348729626e+01   -5.1102678671e+01   -2.1385808545e+01    3.6851528513e+00   -1.1049394305e+01    8.6556426981e-02    5.1200000000e+02    1.2751086497e-02    7.4822998047e-01
        18   -4.5137426388e+01    2.0386017691e+03   -8.0463799579e+01    3.5326373191e+01   -1.1376470384e+01   -5.1102678671e+01   -2.1814890353e+01    3.8302398293e+00   -1.1075902243e+01    8.6556426981e-02    5.1200000000e+02    1.2764559299e-02    7.4542236328e-01
        19   -4.5149407975e+01    2.0394689485e+03   -8.0277211052e+01    3.5127803077e+01   -1.1370405922e+01   -5.1102678671e+01   -2.1672881449e+01    3.8687549906e+00   -1.1067682888e+01    8.6556426981e-02    5.1200000000e+02    1.2787062017e-02    7.5085449219e-01
