#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5386357613e+01    2.0610211180e+03   -8.0507874673e+01    3.5121517060e+01   -1.1398336668e+01   -5.1102678671e+01   -2.2181039333e+01    4.1741799993e+00   -1.1117570519e+01    9.2594002814e-02    2.1108000000e+04    7.2589544398e-01    9.9611306945e-01
         1   -4.5401468419e+01    2.0624589158e+03   -8.0551063576e+01    3.5149595156e+01   -1.1427853325e+01   -5.1102678671e+01   -2.2162397532e+01    4.1418659529e+00   -1.1152120479e+01    9.2594002814e-02    2.1115000000e+04    7.2926889898e-01    9.9607202979e-01
         2   -4.5435323480e+01    2.0655087782e+03   -8.0711515545e+01    3.5276192065e+01   -1.1427626140e+01   -5.1102678671e+01   -2.2179495194e+01    3.9982844610e+00   -1.1160532549e+01    9.2594002814e-02    2.1026000000e+04    7.2362391855e-01    9.9612136498e-01
         3   -4.5453999882e+01    2.0672014883e+03   -8.0980854780e+01    3.5526854898e+01   -1.1442719530e+01   -5.1102678671e+01   -2.2401280044e+01    3.9658234647e+00   -1.1171299859e+01    9.2594002814e-02    2.1003000000e+04    7.2424738699e-01    9.9605559089e-01
         4   -4.5454218828e+01    2.0672622598e+03   -8.1035689251e+01    3.5581470422e+01   -1.1450676507e+01   -5.1102678671e+01   -2.2593667174e+01    4.1113331007e+00   -1.1175863597e+01    9.2594002814e-02    2.0962000000e+04    7.2440154066e-01    9.9591979341e-01
         5   -4.5429101276e+01    2.0649630038e+03   -8.1087871265e+01    3.5658769989e+01   -1.1376816125e+01   -5.1102678671e+01   -2.2715521335e+01    4.1071448662e+00   -1.1101155163e+01    9.2594002814e-02    2.1148000000e+04    7.2463473664e-01    9.9625686433e-01
         6   -4.5417850687e+01    2.0639191933e+03   -8.1146498171e+01    3.5728647484e+01   -1.1404757031e+01   -5.1102678671e+01   -2.2743431955e+01    4.1043694856e+00   -1.1130600189e+01    9.2594002814e-02    2.1075000000e+04    7.3173537250e-01    9.9607751704e-01
         7   -4.5437588146e+01    2.0656810085e+03   -8.1098148143e+01    3.5660559998e+01   -1.1434091911e+01   -5.1102678671e+01   -2.2869513147e+01    4.3081355857e+00   -1.1162805630e+01    9.2594002814e-02    2.1001000000e+04    7.2945400000e-01    9.9619853313e-01
         8   -4.5433902443e+01    2.0653646418e+03   -8.1156243946e+01    3.5722341503e+01   -1.1297715750e+01   -5.1102678671e+01   -2.2971555791e+01    4.2157062657e+00   -1.1024046603e+01    9.2594002814e-02    2.0906000000e+04    7.2668400418e-01    9.9614029003e-01
         9   -4.5444649591e+01    2.0663847781e+03   -8.1228619710e+01    3.5783970118e+01   -1.1318799098e+01   -5.1102678671e+01   -2.2960608158e+01    4.1534662174e+00   -1.1049356551e+01    9.2594002814e-02    2.0944000000e+04    7.2807700527e-01    9.9612888084e-01
