#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -1.2144254899e+02    1.4756292353e+04   -3.4315215642e+02    2.2170960743e+02   -1.1817190237e+02   -3.6451878312e+01   -1.8852837574e+02    2.0480000000e+04    1.8863656501e+00    5.4038581848e-01
         1   -1.2150116410e+02    1.4770366112e+04   -3.4369939079e+02    2.2219822669e+02   -1.1822892392e+02   -3.6942091120e+01   -1.8852837574e+02    2.0480000000e+04    1.8865956190e+00    5.3997840881e-01
         2   -1.2151584181e+02    1.4774037649e+04   -3.4380815589e+02    2.2229231407e+02   -1.1807115091e+02   -3.7208629235e+01   -1.8852837574e+02    2.0480000000e+04    1.8900851324e+00    5.4014301300e-01
         3   -1.2149074929e+02    1.4768041512e+04   -3.4326309523e+02    2.2177234594e+02   -1.1803391897e+02   -3.6700800516e+01   -1.8852837574e+02    2.0480000000e+04    1.8891334364e+00    5.4026489258e-01
         4   -1.2155834268e+02    1.4784502424e+04   -3.4355924326e+02    2.2200090058e+02   -1.1816785805e+02   -3.6863009461e+01   -1.8852837574e+02    2.0480000000e+04    1.8892957331e+00    5.4025936127e-01
         5   -1.2146121066e+02    1.4760858636e+04   -3.4332187558e+02    2.2186066492e+02   -1.1812745675e+02   -3.6666043083e+01   -1.8852837574e+02    2.0480000000e+04    1.8916925986e+00    5.4012222290e-01
         6   -1.2150765437e+02    1.4772327868e+04   -3.4319216834e+02    2.2168451398e+02   -1.1810245556e+02   -3.6561337039e+01   -1.8852837574e+02    2.0480000000e+04    1.8905483606e+00    5.4002113342e-01
         7   -1.2151647067e+02    1.4774291086e+04   -3.4367951032e+02    2.2216303965e+02   -1.1815731405e+02   -3.6993820526e+01   -1.8852837574e+02    2.0480000000e+04    1.8914378625e+00    5.4012088776e-01
