#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -4.4921708371e+01    2.0192834851e+03   -7.8699674311e+01    3.3777965939e+01   -1.1545880928e+01   -5.1102678671e+01   -2.0116878368e+01    4.0657636560e+00   -1.1239129340e+01    7.4254647792e-02    5.1200000000e+02    1.2736161211e-02    7.5640869141e-01
         1   -4.4870633072e+01    2.0147895959e+03   -7.9378414608e+01    3.4507781536e+01   -1.1590787613e+01   -5.1102678671e+01   -2.0347733384e+01    3.6627850598e+00   -1.1257272433e+01    7.4254647792e-02    5.1200000000e+02    1.2709789885e-02    7.5915527344e-01
         2   -4.4931942110e+01    2.0202836449e+03   -7.9100687561e+01    3.4168745451e+01   -1.1296986589e+01   -5.1102678671e+01   -2.0479826271e+01    3.7788039696e+00   -1.0979350021e+01    7.4254647792e-02    5.1200000000e+02    1.2699833567e-02    7.5323486328e-01
         3   -4.4846675933e+01    2.0126925608e+03   -7.9426456835e+01    3.4579780902e+01   -1.1615167982e+01   -5.1102678671e+01   -2.0281136062e+01    3.5725258807e+00   -1.1297528296e+01    7.4254647792e-02    5.1200000000e+02    1.2651040002e-02    7.5634765625e-01
         4   -4.4934789581e+01    2.0202446456e+03   -7.9899022564e+01    3.4964232982e+01   -1.1536941713e+01   -5.1102678671e+01   -2.0912125364e+01    3.6527231846e+00   -1.1227595738e+01    7.4254647792e-02    5.1200000000e+02    1.2677441655e-02    7.5811767578e-01
         5   -4.4890666250e+01    2.0166751171e+03   -7.9421895556e+01    3.4531229306e+01   -1.1478127789e+01   -5.1102678671e+01   -2.0830490693e+01    3.9894015973e+00   -1.1143045850e+01    7.4254647792e-02    5.1200000000e+02    1.2705501538e-02    7.5543212891e-01
         6   -4.4999826406e+01    2.0263848753e+03   -7.9233102114e+01    3.4233275708e+01   -1.1267858747e+01   -5.1102678671e+01   -2.1088683765e+01    4.2261190681e+00   -1.0949681413e+01    7.4254647792e-02    5.1200000000e+02    1.2761727668e-02    7.6049804688e-01
         7   -4.5001086086e+01    2.0265311592e+03   -7.9290968780e+01    3.4289882694e+01   -1.1609370208e+01   -5.1102678671e+01   -2.0669732635e+01    4.0908127339e+00   -1.1319297165e+01    7.4254647792e-02    5.1200000000e+02    1.2693298015e-02    7.5927734375e-01
         8   -4.4954178123e+01    2.0221449565e+03   -7.9771871433e+01    3.4817693310e+01   -1.1391886282e+01   -5.1102678671e+01   -2.1176657138e+01    3.8993506585e+00   -1.1087538489e+01    7.4254647792e-02    5.1200000000e+02    1.2713582383e-02    7.6104736328e-01
         9   -4.4996081343e+01    2.0262103472e+03   -7.9452187631e+01    3.4456106288e+01   -1.1443715721e+01   -5.1102678671e+01   -2.1004185490e+01    4.0983922507e+00   -1.1128937735e+01    7.4254647792e-02    5.1200000000e+02    1.2707572036e-02    7.5701904297e-01
        10   -4.4977201513e+01    2.0242672993e+03   -7.9153729999e+01    3.4176528486e+01   -1.1363175016e+01   -5.1102678671e+01   -2.0852378719e+01    4.1645024073e+00   -1.1047816251e+01    7.4254647792e-02    5.1200000000e+02    1.2725555210e-02    7.5592041016e-01
        11   -4.4967544972e+01    2.0234866936e+03   -7.9534326724e+01    3.4566781753e+01   -1.1591150379e+01   -5.1102678671e+01   -2.0573054030e+01    3.7325563559e+00   -1.1272353111e+01    7.4254647792e-02    5.1200000000e+02    1.2693703311e-02    7.5018310547e-01
        12   -4.4933959207e+01    2.0202888753e+03   -7.9789283503e+01    3.4855324297e+01   -1.1424235579e+01   -5.1102678671e+01   -2.0860101314e+01    3.5977320610e+00   -1.1102599080e+01    7.4254647792e-02    5.1200000000e+02    1.2697288271e-02    7.5787353516e-01
        13   -4.5002506825e+01    2.0265345972e+03   -7.9622147068e+01    3.4619640242e+01   -1.1483745501e+01   -5.1102678671e+01   -2.0636670748e+01    3.6009478523e+00   -1.1161908380e+01    7.4254647792e-02    5.1200000000e+02    1.2689564827e-02    7.5592041016e-01
        14   -4.4896623228e+01    2.0169346542e+03   -7.9314622789e+01    3.4417999561e+01   -1.1554722374e+01   -5.1102678671e+01   -2.0697528191e+01    4.0403064475e+00   -1.1237268060e+01    7.4254647792e-02    5.1200000000e+02    1.2711927556e-02    7.5915527344e-01
        15   -4.4919631530e+01    2.0196345546e+03   -7.9262214196e+01    3.4342582666e+01   -1.1572031554e+01   -5.1102678671e+01   -1.9990360265e+01    3.4028562941e+00   -1.1264309721e+01    7.4254647792e-02    5.1200000000e+02    1.2627522568e-02    7.6031494141e-01
        16   -4.4867921847e+01    2.0145241214e+03   -7.8245930623e+01    3.3378008777e+01   -1.1427758417e+01   -5.1102678671e+01   -1.9479782708e+01    3.7642891738e+00   -1.1101550413e+01    7.4254647792e-02    5.1200000000e+02    1.2647480256e-02    7.5445556641e-01
        17   -4.4851462018e+01    2.0128852912e+03   -7.8580225129e+01    3.3728763111e+01   -1.1586923501e+01   -5.1102678671e+01   -1.9610949753e+01    3.7203267965e+00   -1.1238560348e+01    7.4254647792e-02    5.1200000000e+02    1.2695205852e-02    7.5958251953e-01
        18   -4.4975885306e+01    2.0243479043e+03   -7.8922543244e+01    3.3946657939e+01   -1.1463702598e+01   -5.1102678671e+01   -2.0391111849e+01    4.0349498742e+00   -1.1133078558e+01    7.4254647792e-02    5.1200000000e+02    1.2691008376e-02    7.6306152344e-01
        19   -4.4994182137e+01    2.0259165336e+03   -7.8930509718e+01    3.3936327581e+01   -1.1530123401e+01   -5.1102678671e+01   -2.0249409814e+01    3.9517021680e+00   -1.1226287276e+01    7.4254647792e-02    5.1200000000e+02    1.2680954756e-02    7.5439453125e-01
        20   -4.4951741844e+01    2.0218922790e+03   -7.8949991472e+01    3.3998249628e+01   -1.1517403068e+01   -5.1102678671e+01   -2.0467404205e+01    4.1374944721e+00   -1.1196040763e+01    7.4254647792e-02    5.1200000000e+02    1.2663300908e-02    7.5561523438e-01
        21   -4.4898301745e+01    2.0171114848e+03   -7.8847768403e+01    3.3949466658e+01   -1.1619018248e+01   -5.1102678671e+01   -2.0067461756e+01    3.9413902725e+00   -1.1297643335e+01    7.4254647792e-02    5.1200000000e+02    1.2654564067e-02    7.5927734375e-01
        22   -4.4961804794e+01    2.0228248086e+03   -7.9051182108e+01    3.4089377314e+01   -1.1352266070e+01   -5.1102678671e+01   -2.0335005656e+01    3.7387682884e+00   -1.1029261361e+01    7.4254647792e-02    5.1200000000e+02    1.2721174236e-02    7.5506591797e-01
        23   -4.4976693709e+01    2.0241819657e+03   -7.8907440620e+01    3.3930746911e+01   -1.1430151782e+01   -5.1102678671e+01   -2.0306921400e+01    3.9323112326e+00   -1.1111227010e+01    7.4254647792e-02    5.1200000000e+02    1.2719159390e-02    7.6074218750e-01
