#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            Coulomb             BlockWeight         BlockCPU            AcceptRatio         
       135   -3.7222942521e+01    1.5458926586e+03   -7.2668483799e+01    3.5445541277e+01    1.2172663926e+01   -8.4841147725e+01    1.2800000000e+04    2.8282732881e-02    8.3345052083e-01
       136   -3.7327429227e+01    1.4157643486e+03   -7.0031134062e+01    3.2703704836e+01    1.1988610746e+01   -8.2019744808e+01    1.2800000000e+04    2.8323091953e-02    8.3513020833e-01
       137   -3.7724074996e+01    1.5250931409e+03   -7.3834346455e+01    3.6110271459e+01    1.2140892344e+01   -8.5975238799e+01    1.2800000000e+04    2.8287229761e-02    8.3221354167e-01
       138   -3.7659451505e+01    1.5463312053e+03   -7.3097828825e+01    3.5438377321e+01    1.2086471314e+01   -8.5184300140e+01    1.2800000000e+04    2.8264392187e-02    8.3003906250e-01
       139   -3.7214148607e+01    1.4102267260e+03   -7.3277256031e+01    3.6063107424e+01    1.2135198893e+01   -8.5412454924e+01    1.2800000000e+04    2.8281107646e-02    8.3167968750e-01
       140   -3.7559881328e+01    1.4598310408e+03   -7.2484457575e+01    3.4924576248e+01    1.2062379063e+01   -8.4546836638e+01    1.2800000000e+04    2.8296976733e-02    8.3359375000e-01
       141   -3.7470044845e+01    1.4433335823e+03   -7.1943318292e+01    3.4473273447e+01    1.2190162729e+01   -8.4133481021e+01    1.2800000000e+04    2.8254882603e-02    8.3328125000e-01
       142   -3.8725969018e+01    2.2721581053e+03   -7.4545748254e+01    3.5819779237e+01    1.2128466643e+01   -8.6674214898e+01    1.2800000000e+04    2.8241835635e-02    8.3036458333e-01
       143   -3.7641419063e+01    1.5776328746e+03   -7.0481238317e+01    3.2839819254e+01    1.2025055170e+01   -8.2506293487e+01    1.2800000000e+04    2.8329769834e-02    8.3636718750e-01
       144   -3.8087044410e+01    1.5980950170e+03   -7.3038495281e+01    3.4951450871e+01    1.2030482767e+01   -8.5068978048e+01    1.2800000000e+04    2.8268367129e-02    8.3156250000e-01
       145   -3.7443596991e+01    1.4547478502e+03   -7.4074577292e+01    3.6630980301e+01    1.2277139553e+01   -8.6351716844e+01    1.2800000000e+04    2.8257970283e-02    8.3011718750e-01
       146   -3.7582684102e+01    1.4632051511e+03   -7.2557724765e+01    3.4975040663e+01    1.2158396801e+01   -8.4716121566e+01    1.2800000000e+04    2.8254921016e-02    8.3001302083e-01
       147   -3.7506047665e+01    1.4307638860e+03   -7.1395337516e+01    3.3889289851e+01    1.2154562939e+01   -8.3549900455e+01    1.2800000000e+04    2.8276733564e-02    8.3084635417e-01
       148   -3.7400674751e+01    1.4292910380e+03   -7.2158578175e+01    3.4757903423e+01    1.2104937948e+01   -8.4263516123e+01    1.2800000000e+04    2.8266390898e-02    8.3341145833e-01
       149   -3.8354645356e+01    1.8637696820e+03   -7.3511681315e+01    3.5157035959e+01    1.2142288032e+01   -8.5653969347e+01    1.2800000000e+04    2.8225792031e-02    8.2842447917e-01
       150   -3.7325770394e+01    1.5405109717e+03   -7.2209124331e+01    3.4883353938e+01    1.2047979532e+01   -8.4257103863e+01    1.2800000000e+04    2.8302076685e-02    8.3239583333e-01
       151   -3.7401453378e+01    1.4412670791e+03   -7.1146474988e+01    3.3745021609e+01    1.2135005728e+01   -8.3281480716e+01    1.2800000000e+04    2.8253788999e-02    8.2983072917e-01
       152   -3.7404177474e+01    1.4335978619e+03   -7.1492445180e+01    3.4088267707e+01    1.2083115650e+01   -8.3575560831e+01    1.2800000000e+04    2.8303894805e-02    8.3309895833e-01
       153   -3.7413747269e+01    1.4243207605e+03   -7.1322769720e+01    3.3909022451e+01    1.2093223157e+01   -8.3415992877e+01    1.2800000000e+04    2.8329831377e-02    8.3259114583e-01
       154   -3.7417231593e+01    1.4184229362e+03   -7.0542444128e+01    3.3125212534e+01    1.1964810514e+01   -8.2507254642e+01    1.2800000000e+04    2.8299803848e-02    8.3463541667e-01
       155   -3.7410469989e+01    1.4198586945e+03   -7.1056810001e+01    3.3646340013e+01    1.2050621900e+01   -8.3107431901e+01    1.2800000000e+04    2.8259453140e-02    8.3156250000e-01
       156   -3.7058616698e+01    1.3926357161e+03   -7.1507395525e+01    3.4448778827e+01    1.2119521606e+01   -8.3626917131e+01    1.2800000000e+04    2.8273007627e-02    8.3195312500e-01
       157   -3.7403806021e+01    1.4224816480e+03   -7.2182536137e+01    3.4778730116e+01    1.2050974898e+01   -8.4233511035e+01    1.2800000000e+04    2.8287611689e-02    8.3242187500e-01
       158   -3.8079928976e+01    1.6271838224e+03   -7.4867419866e+01    3.6787490891e+01    1.2041038855e+01   -8.6908458722e+01    1.2800000000e+04    2.8252726958e-02    8.2989583333e-01
       159   -3.6978323337e+01    1.3983036074e+03   -7.6026776070e+01    3.9048452733e+01    1.2155543538e+01   -8.8182319607e+01    1.2800000000e+04    2.8289347842e-02    8.3151041667e-01
       160   -3.7750865755e+01    1.4853672572e+03   -7.4001141616e+01    3.6250275861e+01    1.2104528531e+01   -8.6105670146e+01    1.2800000000e+04    2.8282848018e-02    8.3123697917e-01
       161   -3.7353699016e+01    1.4204198600e+03   -7.1922716369e+01    3.4569017353e+01    1.1886250107e+01   -8.3808966476e+01    1.2800000000e+04    2.8304074883e-02    8.3526041667e-01
       162   -3.7667303019e+01    1.4642031849e+03   -7.1105329119e+01    3.3438026100e+01    1.2013597878e+01   -8.3118926997e+01    1.2800000000e+04    2.8258627446e-02    8.3255208333e-01
       163   -3.7404817941e+01    1.4256456966e+03   -7.2909441982e+01    3.5504624041e+01    1.1997683406e+01   -8.4907125388e+01    1.2800000000e+04    2.8296331719e-02    8.3342447917e-01
       164   -3.7218262764e+01    1.4084519518e+03   -7.3400635525e+01    3.6182372762e+01    1.2149587141e+01   -8.5550222666e+01    1.2800000000e+04    2.8256102930e-02    8.2990885417e-01
       165   -3.7653388469e+01    1.4375983524e+03   -7.1282444744e+01    3.3629056275e+01    1.2097586305e+01   -8.3380031049e+01    1.2800000000e+04    2.8277094165e-02    8.3080729167e-01
       166   -3.7504655341e+01    1.4215559416e+03   -6.9445450144e+01    3.1940794802e+01    1.2142346142e+01   -8.1587796285e+01    1.2800000000e+04    2.8295112915e-02    8.3131510417e-01
       167   -4.0247943096e+01    2.3248752599e+04   -7.3945496816e+01    3.3697553720e+01    1.2182340748e+01   -8.6127837565e+01    1.2800000000e+04    2.8282165859e-02    8.3093750000e-01
       168   -3.7461928767e+01    1.4626716984e+03   -7.0820744166e+01    3.3358815399e+01    1.2038781004e+01   -8.2859525170e+01    1.2800000000e+04    2.8261557402e-02    8.3217447917e-01
       169   -3.7317772484e+01    1.4234698522e+03   -7.1585476545e+01    3.4267704061e+01    1.1938191992e+01   -8.3523668537e+01    1.2800000000e+04    2.8252414663e-02    8.3126302083e-01
       170   -3.7993987013e+01    1.7945672979e+03   -7.2285156259e+01    3.4291169247e+01    1.2033609370e+01   -8.4318765629e+01    1.2800000000e+04    2.8309793223e-02    8.3389322917e-01
       171   -3.7383127857e+01    1.4170751074e+03   -7.1093365302e+01    3.3710237444e+01    1.1919248579e+01   -8.3012613881e+01    1.2800000000e+04    2.8297961577e-02    8.3307291667e-01
       172   -3.8647264663e+01    1.9994081941e+03   -7.2733537260e+01    3.4086272597e+01    1.2109321880e+01   -8.4842859140e+01    1.2800000000e+04    2.8301307827e-02    8.3390625000e-01
       173   -3.7301092370e+01    1.4299574690e+03   -7.2471587707e+01    3.5170495337e+01    1.2132638483e+01   -8.4604226190e+01    1.2800000000e+04    2.8279254741e-02    8.3156250000e-01
       174   -3.7701845160e+01    1.4785715992e+03   -7.2261784264e+01    3.4559939104e+01    1.2154210511e+01   -8.4415994775e+01    1.2800000000e+04    2.8255680391e-02    8.3105468750e-01
       175   -3.7528709187e+01    1.4432526333e+03   -7.3370072315e+01    3.5841363127e+01    1.2104172368e+01   -8.5474244683e+01    1.2800000000e+04    2.8276195298e-02    8.3263020833e-01
       176   -3.7453534499e+01    1.4863618228e+03   -7.4327527776e+01    3.6873993277e+01    1.2164546243e+01   -8.6492074019e+01    1.2800000000e+04    2.8253649341e-02    8.2884114583e-01
       177   -3.8655180601e+01    1.9335790946e+03   -7.6173855007e+01    3.7518674405e+01    1.2163593436e+01   -8.8337448443e+01    1.2800000000e+04    2.8302217466e-02    8.3152343750e-01
       178   -3.8333048655e+01    2.3154945751e+03   -7.4758054042e+01    3.6425005388e+01    1.2141340783e+01   -8.6899394825e+01    1.2800000000e+04    2.8256810615e-02    8.3062500000e-01
       179   -3.7654917332e+01    1.4342458124e+03   -7.0402630307e+01    3.2747712975e+01    1.1985573236e+01   -8.2388203543e+01    1.2800000000e+04    2.8278175996e-02    8.3278645833e-01
       180   -3.7421013938e+01    1.4221652792e+03   -7.2809318062e+01    3.5388304123e+01    1.1964162562e+01   -8.4773480624e+01    1.2800000000e+04    2.8323695923e-02    8.3414062500e-01
       181   -3.7976930479e+01    2.3544769652e+03   -7.3507826179e+01    3.5530895700e+01    1.2106968669e+01   -8.5614794847e+01    1.2800000000e+04    2.8249693896e-02    8.3029947917e-01
       182   -3.7024890135e+01    1.3905710220e+03   -7.2683906047e+01    3.5659015912e+01    1.2055266617e+01   -8.4739172664e+01    1.2800000000e+04    2.8265289961e-02    8.3243489583e-01
       183   -3.7424315237e+01    1.4201329981e+03   -7.2310755584e+01    3.4886440346e+01    1.1943110971e+01   -8.4253866555e+01    1.2800000000e+04    2.8216600972e-02    8.2967447917e-01
       184   -3.7411861666e+01    1.4343072758e+03   -7.0953683045e+01    3.3541821379e+01    1.2124174004e+01   -8.3077857049e+01    1.2800000000e+04    2.8308489844e-02    8.3483072917e-01
       185   -3.7458135702e+01    1.5190833181e+03   -7.1481059360e+01    3.4022923658e+01    1.1948865852e+01   -8.3429925212e+01    1.2800000000e+04    2.8291534521e-02    8.3161458333e-01
       186   -3.7419625460e+01    1.4328569854e+03   -7.1926790685e+01    3.4507165224e+01    1.1999805801e+01   -8.3926596485e+01    1.2800000000e+04    2.8296046040e-02    8.3192708333e-01
       187   -3.7736951376e+01    1.4632704129e+03   -7.1547399434e+01    3.3810448058e+01    1.1900353186e+01   -8.3447752619e+01    1.2800000000e+04    2.8311390718e-02    8.3501302083e-01
       188   -3.8048388504e+01    2.1109172499e+03   -7.3631078856e+01    3.5582690352e+01    1.2063258918e+01   -8.5694337774e+01    1.2800000000e+04    2.8255520532e-02    8.3054687500e-01
       189   -3.7514495802e+01    1.5037199293e+03   -7.4536833400e+01    3.7022337597e+01    1.2151075260e+01   -8.6687908660e+01    1.2800000000e+04    2.8268722842e-02    8.3152343750e-01
       190   -3.7595307884e+01    1.4688067248e+03   -7.4062224074e+01    3.6466916190e+01    1.2098871945e+01   -8.6161096019e+01    1.2800000000e+04    2.8284548560e-02    8.3127604167e-01
       191   -3.7365642094e+01    1.4224651298e+03   -7.2844550646e+01    3.5478908552e+01    1.2094027164e+01   -8.4938577809e+01    1.2800000000e+04    2.8295379473e-02    8.3252604167e-01
       192   -3.7246307523e+01    1.4062003230e+03   -7.0598508127e+01    3.3352200603e+01    1.1917251415e+01   -8.2515759542e+01    1.2800000000e+04    2.8456017295e-02    8.3196614583e-01
       193   -3.7450213623e+01    1.4488402918e+03   -7.2651665557e+01    3.5201451935e+01    1.2080694149e+01   -8.4732359706e+01    1.2800000000e+04    2.8279403472e-02    8.3117187500e-01
       194   -3.7318379681e+01    1.4097226562e+03   -7.1192013766e+01    3.3873634085e+01    1.2073000154e+01   -8.3265013920e+01    1.2800000000e+04    2.8255446938e-02    8.3097656250e-01
       195   -3.7188307755e+01    1.4060165702e+03   -7.3023455101e+01    3.5835147346e+01    1.2069535231e+01   -8.5092990331e+01    1.2800000000e+04    2.8265734019e-02    8.2985677083e-01
       196   -3.7889040187e+01    1.7637224640e+03   -7.3485336978e+01    3.5596296790e+01    1.1957754163e+01   -8.5443091141e+01    1.2800000000e+04    2.8297419028e-02    8.3233072917e-01
       197   -3.8319454112e+01    1.9140939958e+03   -7.3338238719e+01    3.5018784607e+01    1.2153299170e+01   -8.5491537889e+01    1.2800000000e+04    2.8252110625e-02    8.3078125000e-01
       198   -3.7769815376e+01    1.5698426799e+03   -7.2631670141e+01    3.4861854765e+01    1.2118711380e+01   -8.4750381521e+01    1.2800000000e+04    2.8320841201e-02    8.3333333333e-01
       199   -3.7648951167e+01    1.5362412381e+03   -7.2540010811e+01    3.4891059644e+01    1.1967031517e+01   -8.4507042328e+01    1.2800000000e+04    2.8291985103e-02    8.3075520833e-01
       200   -3.7448192959e+01    1.4681597238e+03   -7.3580370809e+01    3.6132177851e+01    1.2023336777e+01   -8.5603707586e+01    1.2800000000e+04    2.8260964155e-02    8.3252604167e-01
       201   -3.8091398115e+01    1.6821135267e+03   -7.5376416085e+01    3.7285017970e+01    1.2104054242e+01   -8.7480470328e+01    1.2800000000e+04    2.8292295425e-02    8.3123697917e-01
       202   -3.7254388669e+01    1.4075398157e+03   -7.1857681640e+01    3.4603292971e+01    1.1964226484e+01   -8.3821908123e+01    1.2800000000e+04    2.8329404731e-02    8.3309895833e-01
       203   -3.7020895161e+01    1.3971896407e+03   -7.2701544489e+01    3.5680649328e+01    1.2015378625e+01   -8.4716923114e+01    1.2800000000e+04    2.8329823657e-02    8.3449218750e-01
       204   -3.7316854867e+01    1.4486190981e+03   -7.2357383205e+01    3.5040528338e+01    1.2060873537e+01   -8.4418256742e+01    1.2800000000e+04    2.8305740142e-02    8.3236979167e-01
       205   -3.7648465455e+01    1.4867070644e+03   -7.5801353165e+01    3.8152887710e+01    1.2188461120e+01   -8.7989814285e+01    1.2800000000e+04    2.8233293955e-02    8.2949218750e-01
       206   -3.7499853269e+01    1.4674964919e+03   -7.2764095125e+01    3.5264241856e+01    1.2153167242e+01   -8.4917262367e+01    1.2800000000e+04    2.8262139043e-02    8.3153645833e-01
       207   -3.7821250856e+01    1.5999155454e+03   -7.2460845923e+01    3.4639595067e+01    1.2061468313e+01   -8.4522314236e+01    1.2800000000e+04    2.8252812861e-02    8.3115885417e-01
       208   -3.7839843081e+01    1.5492365329e+03   -7.2537018253e+01    3.4697175172e+01    1.2157409888e+01   -8.4694428140e+01    1.2800000000e+04    2.8288221455e-02    8.3188802083e-01
       209   -3.9402117147e+01    2.3323312436e+03   -7.6530784874e+01    3.7128667727e+01    1.2033646892e+01   -8.8564431766e+01    1.2800000000e+04    2.8236846655e-02    8.3046875000e-01
       210   -3.7893297121e+01    1.6202270892e+03   -6.9915386243e+01    3.2022089123e+01    1.2145934690e+01   -8.2061320933e+01    1.2800000000e+04    2.8281531831e-02    8.3234375000e-01
       211   -3.7576191165e+01    1.4627128514e+03   -7.1812251558e+01    3.4236060394e+01    1.1975153051e+01   -8.3787404609e+01    1.2800000000e+04    2.8270389810e-02    8.3233072917e-01
       212   -3.8043791577e+01    2.0148706734e+03   -7.0924169782e+01    3.2880378205e+01    1.1887940711e+01   -8.2812110493e+01    1.2800000000e+04    2.8297094800e-02    8.3295572917e-01
       213   -3.7554470643e+01    1.4652261409e+03   -7.5300555850e+01    3.7746085206e+01    1.2242053108e+01   -8.7542608957e+01    1.2800000000e+04    2.8204807554e-02    8.2807291667e-01
       214   -3.7442470535e+01    1.4332794815e+03   -7.4235702781e+01    3.6793232246e+01    1.2068953809e+01   -8.6304656591e+01    1.2800000000e+04    2.8261831372e-02    8.3191406250e-01
       215   -3.7159198363e+01    1.4021889382e+03   -7.1923046902e+01    3.4763848538e+01    1.2132262922e+01   -8.4055309824e+01    1.2800000000e+04    2.8272764995e-02    8.3153645833e-01
       216   -3.7244530603e+01    1.4027277961e+03   -7.0122156289e+01    3.2877625686e+01    1.2193820950e+01   -8.2315977239e+01    1.2800000000e+04    2.8314677515e-02    8.3540364583e-01
       217   -3.7135624450e+01    1.3977659036e+03   -6.9808849785e+01    3.2673225335e+01    1.2071302637e+01   -8.1880152422e+01    1.2800000000e+04    2.8310658291e-02    8.3472656250e-01
       218   -3.7434474074e+01    1.4509783311e+03   -7.1446957540e+01    3.4012483466e+01    1.2014843976e+01   -8.3461801516e+01    1.2800000000e+04    2.8267638008e-02    8.3257812500e-01
       219   -3.7562380763e+01    1.4761932903e+03   -7.1961908370e+01    3.4399527608e+01    1.2204292405e+01   -8.4166200776e+01    1.2800000000e+04    2.8277899312e-02    8.3231770833e-01
       220   -3.8170515711e+01    1.9963720753e+03   -7.4310739824e+01    3.6140224113e+01    1.2075016128e+01   -8.6385755952e+01    1.2800000000e+04    2.8241759331e-02    8.3179687500e-01
       221   -3.7205033887e+01    1.4091392814e+03   -6.9882809071e+01    3.2677775184e+01    1.1971486384e+01   -8.1854295454e+01    1.2800000000e+04    2.8309181396e-02    8.3595052083e-01
       222   -3.7619426627e+01    1.4671623456e+03   -7.4650260335e+01    3.7030833708e+01    1.2069702526e+01   -8.6719962860e+01    1.2800000000e+04    2.8236868135e-02    8.3061197917e-01
       223   -3.7132476117e+01    1.4061339650e+03   -7.1907244849e+01    3.4774768732e+01    1.2075058637e+01   -8.3982303487e+01    1.2800000000e+04    2.8269381758e-02    8.3246093750e-01
       224   -3.7284205010e+01    1.4071793208e+03   -6.9227307003e+01    3.1943101994e+01    1.1945297613e+01   -8.1172604617e+01    1.2800000000e+04    2.8290870996e-02    8.3406250000e-01
       225   -3.7885079083e+01    1.7689764226e+03   -7.0742437514e+01    3.2857358431e+01    1.2047226415e+01   -8.2789663929e+01    1.2800000000e+04    2.8296385869e-02    8.3381510417e-01
       226   -3.7191574901e+01    1.4026679381e+03   -7.1266296092e+01    3.4074721191e+01    1.1978981008e+01   -8.3245277100e+01    1.2800000000e+04    2.8295139385e-02    8.3285156250e-01
       227   -3.7587893080e+01    1.4360842693e+03   -7.1702572535e+01    3.4114679455e+01    1.2172426438e+01   -8.3874998974e+01    1.2800000000e+04    2.8241233442e-02    8.2927083333e-01
       228   -3.7493251955e+01    1.4625540529e+03   -7.4198097759e+01    3.6704845804e+01    1.2131547440e+01   -8.6329645200e+01    1.2800000000e+04    2.8256374307e-02    8.2947916667e-01
       229   -3.7429852366e+01    1.4172027006e+03   -6.9733421200e+01    3.2303568835e+01    1.2109065208e+01   -8.1842486409e+01    1.2800000000e+04    2.8271326152e-02    8.3208333333e-01
       230   -3.7323732799e+01    1.4143848847e+03   -7.2147094614e+01    3.4823361815e+01    1.2213291904e+01   -8.4360386519e+01    1.2800000000e+04    2.8299743018e-02    8.3044270833e-01
       231   -3.7535127094e+01    1.4316788596e+03   -7.1105248869e+01    3.3570121775e+01    1.2140116226e+01   -8.3245365095e+01    1.2800000000e+04    2.8286421855e-02    8.3371093750e-01
       232   -3.7372551318e+01    1.4155559595e+03   -7.2688798584e+01    3.5316247265e+01    1.2074072669e+01   -8.4762871253e+01    1.2800000000e+04    2.8279917988e-02    8.3384114583e-01
       233   -3.7442534209e+01    1.4309230389e+03   -7.1520263695e+01    3.4077729486e+01    1.2187411749e+01   -8.3707675444e+01    1.2800000000e+04    2.8259902969e-02    8.3244791667e-01
       234   -3.7701166475e+01    1.4561469501e+03   -7.2717828899e+01    3.5016662425e+01    1.1980610674e+01   -8.4698439574e+01    1.2800000000e+04    2.8287873301e-02    8.3250000000e-01
       235   -3.7377884447e+01    1.4229322194e+03   -7.2116959421e+01    3.4739074974e+01    1.2097774630e+01   -8.4214734051e+01    1.2800000000e+04    2.8254145586e-02    8.3082031250e-01
       236   -3.7457551675e+01    1.4286202739e+03   -7.3291726475e+01    3.5834174800e+01    1.1961792553e+01   -8.5253519028e+01    1.2800000000e+04    2.8260515166e-02    8.3213541667e-01
       237   -3.7530844205e+01    1.4247727540e+03   -7.0371232552e+01    3.2840388347e+01    1.2182459532e+01   -8.2553692084e+01    1.2800000000e+04    2.8269248569e-02    8.3240885417e-01
       238   -3.7555449959e+01    1.4350505166e+03   -7.2542650942e+01    3.4987200983e+01    1.2124783526e+01   -8.4667434468e+01    1.2800000000e+04    2.8264205425e-02    8.2984375000e-01
       239   -3.7498758686e+01    1.4252189617e+03   -7.1677129960e+01    3.4178371274e+01    1.2221169600e+01   -8.3898299560e+01    1.2800000000e+04    2.8249096548e-02    8.3178385417e-01
       240   -3.7562167274e+01    1.4458413231e+03   -7.3590439264e+01    3.6028271989e+01    1.2053771086e+01   -8.5644210349e+01    1.2800000000e+04    2.8275949922e-02    8.3123697917e-01
       241   -3.7639307102e+01    1.4354180440e+03   -7.3790288658e+01    3.6150981556e+01    1.2273285743e+01   -8.6063574401e+01    1.2800000000e+04    2.8210401226e-02    8.2839843750e-01
       242   -3.7389630306e+01    1.4348830156e+03   -7.3197137539e+01    3.5807507233e+01    1.2069787187e+01   -8.5266924726e+01    1.2800000000e+04    2.8294211367e-02    8.3153645833e-01
       243   -3.7324379271e+01    1.4183793652e+03   -7.2674843041e+01    3.5350463770e+01    1.2121263057e+01   -8.4796106098e+01    1.2800000000e+04    2.8258989751e-02    8.2940104167e-01
       244   -3.7784231547e+01    1.6538099229e+03   -7.2532726656e+01    3.4748495110e+01    1.2007505410e+01   -8.4540232067e+01    1.2800000000e+04    2.8272816558e-02    8.3140625000e-01
       245   -3.9406761752e+01    2.8271567728e+03   -7.5082736115e+01    3.5675974363e+01    1.1918432087e+01   -8.7001168202e+01    1.2800000000e+04    2.8309823940e-02    8.3278645833e-01
       246   -3.7239017954e+01    1.4119981281e+03   -7.4014055879e+01    3.6775037925e+01    1.2099391441e+01   -8.6113447321e+01    1.2800000000e+04    2.8269661880e-02    8.3139322917e-01
       247   -3.7648439451e+01    1.4517528649e+03   -7.1848423078e+01    3.4199983627e+01    1.2215315140e+01   -8.4063738218e+01    1.2800000000e+04    2.8259764639e-02    8.2955729167e-01
       248   -3.7472420119e+01    1.4244781101e+03   -7.1040999752e+01    3.3568579633e+01    1.2117008321e+01   -8.3158008072e+01    1.2800000000e+04    2.8291006997e-02    8.3295572917e-01
       249   -3.7338724836e+01    1.4220549003e+03   -7.3305800119e+01    3.5967075283e+01    1.2178970255e+01   -8.5484770374e+01    1.2800000000e+04    2.8270657871e-02    8.3243489583e-01
       250   -3.7553222006e+01    1.4322304691e+03   -7.0456642820e+01    3.2903420813e+01    1.2081831134e+01   -8.2538473953e+01    1.2800000000e+04    2.8293506187e-02    8.3335937500e-01
       251   -3.7444508317e+01    1.4664654569e+03   -7.2410965469e+01    3.4966457152e+01    1.2025253018e+01   -8.4436218487e+01    1.2800000000e+04    2.8268582134e-02    8.3170572917e-01
       252   -3.7477247256e+01    1.4294175284e+03   -7.2941633086e+01    3.5464385830e+01    1.2007024074e+01   -8.4948657160e+01    1.2800000000e+04    2.8240863545e-02    8.3059895833e-01
       253   -3.7433167520e+01    1.4760905679e+03   -7.2645532272e+01    3.5212364752e+01    1.2097154084e+01   -8.4742686356e+01    1.2800000000e+04    2.8263739272e-02    8.3105468750e-01
       254   -3.7740349790e+01    1.5096657311e+03   -7.2533238693e+01    3.4792888903e+01    1.2088016943e+01   -8.4621255636e+01    1.2800000000e+04    2.8256891367e-02    8.2993489583e-01
       255   -3.8030464340e+01    1.6724175424e+03   -7.2083043349e+01    3.4052579010e+01    1.1874266778e+01   -8.3957310127e+01    1.2800000000e+04    2.8284735269e-02    8.3350260417e-01
       256   -3.7380515261e+01    1.4267710139e+03   -7.2878557081e+01    3.5498041820e+01    1.2186185467e+01   -8.5064742549e+01    1.2800000000e+04    2.8252539893e-02    8.3080729167e-01
       257   -3.8061277081e+01    1.7876575108e+03   -7.3186968830e+01    3.5125691749e+01    1.2157250308e+01   -8.5344219138e+01    1.2800000000e+04    2.8270110947e-02    8.3290364583e-01
       258   -3.7274448732e+01    1.4076023124e+03   -6.9395387627e+01    3.2120938895e+01    1.1968789994e+01   -8.1364177621e+01    1.2800000000e+04    2.8296376924e-02    8.3493489583e-01
       259   -3.8550148125e+01    1.7780134111e+03   -7.5229466738e+01    3.6679318614e+01    1.2234445716e+01   -8.7463912455e+01    1.2800000000e+04    2.8264063667e-02    8.3141927083e-01
       260   -3.7398518954e+01    1.4399295432e+03   -7.2739847215e+01    3.5341328261e+01    1.2106498496e+01   -8.4846345711e+01    1.2800000000e+04    2.8287938789e-02    8.3320312500e-01
       261   -3.7338006270e+01    1.4263690329e+03   -7.2086517817e+01    3.4748511547e+01    1.1988534651e+01   -8.4075052467e+01    1.2800000000e+04    2.8259411875e-02    8.3170572917e-01
       262   -3.7398550905e+01    1.4229866445e+03   -7.2897757578e+01    3.5499206673e+01    1.1968077719e+01   -8.4865835296e+01    1.2800000000e+04    2.8288022676e-02    8.3196614583e-01
       263   -3.7540989840e+01    1.4306631578e+03   -7.1972904782e+01    3.4431914943e+01    1.2191541436e+01   -8.4164446218e+01    1.2800000000e+04    2.8259893838e-02    8.3054687500e-01
       264   -3.7636345282e+01    1.4898949497e+03   -7.4714603385e+01    3.7078258104e+01    1.2112585257e+01   -8.6827188643e+01    1.2800000000e+04    2.8252683892e-02    8.3046875000e-01
       265   -3.8369684961e+01    1.7085263675e+03   -7.4622733993e+01    3.6253049031e+01    1.2127000849e+01   -8.6749734842e+01    1.2800000000e+04    2.8239467656e-02    8.3109375000e-01
       266   -3.7300868148e+01    1.4121793972e+03   -7.3577166028e+01    3.6276297880e+01    1.1975794323e+01   -8.5552960351e+01    1.2800000000e+04    2.8270813159e-02    8.3194010417e-01
       267   -3.7488312114e+01    1.4266785473e+03   -7.2266839260e+01    3.4778527146e+01    1.2140484589e+01   -8.4407323849e+01    1.2800000000e+04    2.8291789990e-02    8.3252604167e-01
       268   -3.7507338740e+01    1.4346387310e+03   -7.0774842417e+01    3.3267503676e+01    1.2001187787e+01   -8.2776030203e+01    1.2800000000e+04    2.8294104834e-02    8.3410156250e-01
       269   -3.7456564103e+01    1.4295004035e+03   -7.0973382881e+01    3.3516818778e+01    1.2139879777e+01   -8.3113262658e+01    1.2800000000e+04    2.8298430684e-02    8.3286458333e-01
       270   -3.7331529394e+01    1.4201999911e+03   -7.2680015289e+01    3.5348485895e+01    1.2178605582e+01   -8.4858620871e+01    1.2800000000e+04    2.8253342744e-02    8.3166666667e-01
       271   -3.7136057666e+01    1.4009997261e+03   -7.0740050008e+01    3.3603992342e+01    1.1979571815e+01   -8.2719621823e+01    1.2800000000e+04    2.8311876514e-02    8.3550781250e-01
       272   -3.7541737161e+01    1.4393136060e+03   -7.3322102530e+01    3.5780365369e+01    1.2064173261e+01   -8.5386275792e+01    1.2800000000e+04    2.8235431514e-02    8.3013020833e-01
       273   -3.7785997586e+01    1.5228988861e+03   -7.4553767166e+01    3.6767769580e+01    1.2135400695e+01   -8.6689167860e+01    1.2800000000e+04    2.8286442188e-02    8.3097656250e-01
       274   -3.7414818703e+01    1.4295180098e+03   -7.1695510294e+01    3.4280691591e+01    1.1967915712e+01   -8.3663426006e+01    1.2800000000e+04    2.8263184458e-02    8.3242187500e-01
       275   -3.7985950341e+01    1.5702818279e+03   -7.1696318080e+01    3.3710367740e+01    1.1975235075e+01   -8.3671553155e+01    1.2800000000e+04    2.8246251685e-02    8.3115885417e-01
       276   -3.7398430984e+01    1.4157608649e+03   -7.0445969526e+01    3.3047538542e+01    1.1934083284e+01   -8.2380052810e+01    1.2800000000e+04    2.8262162441e-02    8.3135416667e-01
       277   -3.7377998920e+01    1.4177972700e+03   -7.1324659733e+01    3.3946660813e+01    1.2035572620e+01   -8.3360232353e+01    1.2800000000e+04    2.8287493110e-02    8.3229166667e-01
       278   -3.9059291376e+01    2.3915469836e+03   -7.5238782089e+01    3.6179490713e+01    1.2084290772e+01   -8.7323072861e+01    1.2800000000e+04    2.8271733960e-02    8.3220052083e-01
       279   -3.7625494285e+01    1.5492235286e+03   -7.4740662629e+01    3.7115168344e+01    1.2100503296e+01   -8.6841165925e+01    1.2800000000e+04    2.8252166494e-02    8.3063802083e-01
