#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            Coulomb             IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -7.4279840407e-01    1.4918526999e+00   -2.3021790153e+00    1.5593806112e+00    7.7933276245e-01   -3.7949820974e+00    7.1347031963e-01    1.2800000000e+04    9.7508555127e-03    9.8089843750e-01
         1   -7.4645693346e-01    1.4864975945e+00   -2.3302975125e+00    1.5838405790e+00    7.7251471495e-01   -3.8162825471e+00    7.1347031963e-01    1.2800000000e+04    9.4088166650e-03    9.8039062500e-01
         2   -7.3831820173e-01    1.7040018090e+00   -2.3633097524e+00    1.6249915507e+00    8.0211460762e-01   -3.8788946796e+00    7.1347031963e-01    1.2800000000e+04    9.4213783154e-03    9.8144531250e-01
         3   -7.1992168809e-01    1.5841616957e+00   -2.2548754269e+00    1.5349537388e+00    7.8704205424e-01   -3.7553878007e+00    7.1347031963e-01    1.2800000000e+04    9.4162106738e-03    9.8097656250e-01
         4   -7.8824187572e-01    1.5038016695e+00   -2.2574790254e+00    1.4692371497e+00    7.3262605999e-01   -3.7035754050e+00    7.1347031963e-01    1.2800000000e+04    9.4060879590e-03    9.8195312500e-01
         5   -7.6895104630e-01    1.6875912917e+00   -2.2478462777e+00    1.4788952314e+00    7.6185234095e-01   -3.7231689383e+00    7.1347031963e-01    1.2800000000e+04    9.4191831152e-03    9.8164062500e-01
         6   -7.6044983534e-01    1.8533583006e+00   -2.3722487546e+00    1.6117989192e+00    7.6530594456e-01   -3.8510250187e+00    7.1347031963e-01    1.2800000000e+04    9.4178666602e-03    9.8066406250e-01
         7   -7.6388948495e-01    1.8707584223e+00   -2.3166116568e+00    1.5527221718e+00    7.6584015355e-01   -3.7959221300e+00    7.1347031963e-01    1.2800000000e+04    9.3996824902e-03    9.8070312500e-01
         8   -7.5507874368e-01    1.5291006902e+00   -2.2420416993e+00    1.4869629557e+00    7.5264502903e-01   -3.7081570480e+00    7.1347031963e-01    1.2800000000e+04    9.4146335303e-03    9.8324218750e-01
         9   -7.5002430584e-01    1.5637296669e+00   -2.3009245086e+00    1.5509002027e+00    7.7776691218e-01   -3.7921617404e+00    7.1347031963e-01    1.2800000000e+04    9.4264287256e-03    9.8261718750e-01
        10   -7.9080816430e-01    1.6508254772e+00   -2.2787947075e+00    1.4879865432e+00    7.4878327449e-01   -3.7410483016e+00    7.1347031963e-01    1.2800000000e+04    9.3935352002e-03    9.8062500000e-01
        11   -7.3331285018e-01    2.3237807471e+00   -2.2923828508e+00    1.5590700006e+00    7.8319456194e-01   -3.7890477323e+00    7.1347031963e-01    1.2800000000e+04    9.4054694531e-03    9.8152343750e-01
        12   -7.9727867413e-01    1.6724726132e+00   -2.2828231177e+00    1.4855444436e+00    7.5047800017e-01   -3.7467714375e+00    7.1347031963e-01    1.2800000000e+04    9.4220137158e-03    9.8359375000e-01
        13   -7.7406617146e-01    1.6489013321e+00   -2.2364427817e+00    1.4623766102e+00    7.4217276095e-01   -3.6920858623e+00    7.1347031963e-01    1.2800000000e+04    9.4317983594e-03    9.8183593750e-01
        14   -8.0042206217e-01    2.7868774174e+00   -2.3073286994e+00    1.5069066372e+00    7.7163732603e-01   -3.7924363450e+00    7.1347031963e-01    1.2800000000e+04    9.4007307715e-03    9.8089843750e-01
        15   -7.7680379750e-01    2.7264583907e+00   -2.2605196051e+00    1.4837158076e+00    7.6575160973e-01   -3.7397415345e+00    7.1347031963e-01    1.2800000000e+04    9.4011509668e-03    9.8179687500e-01
        16   -8.1518078144e-01    1.8506719909e+00   -2.3247303392e+00    1.5095495577e+00    7.6213018950e-01   -3.8003308483e+00    7.1347031963e-01    1.2800000000e+04    9.4228878906e-03    9.8226562500e-01
        17   -7.3514922117e-01    1.5317776384e+00   -2.2811908925e+00    1.5460416713e+00    7.7999145633e-01   -3.7746526685e+00    7.1347031963e-01    1.2800000000e+04    9.4077726025e-03    9.8167968750e-01
        18   -7.5266484256e-01    1.6288919539e+00   -2.3007302745e+00    1.5480654319e+00    7.7186538859e-01   -3.7860659827e+00    7.1347031963e-01    1.2800000000e+04    9.3952734717e-03    9.8027343750e-01
        19   -7.8249480588e-01    1.8193638795e+00   -2.2936911605e+00    1.5111963546e+00    7.9001515775e-01   -3.7971766379e+00    7.1347031963e-01    1.2800000000e+04    9.4207917627e-03    9.8242187500e-01
        20   -7.7037826279e-01    1.7407336391e+00   -2.3895570240e+00    1.6191787612e+00    7.8424387037e-01   -3.8872712140e+00    7.1347031963e-01    1.2800000000e+04    9.4114412061e-03    9.8011718750e-01
        21   -7.9036310883e-01    1.7995576412e+00   -2.3059589115e+00    1.5155958027e+00    7.6428314494e-01   -3.7837123761e+00    7.1347031963e-01    1.2800000000e+04    9.3983842432e-03    9.8082031250e-01
        22   -7.5385939128e-01    1.5588257892e+00   -2.2716720586e+00    1.5178126673e+00    7.6410347328e-01   -3.7492458515e+00    7.1347031963e-01    1.2800000000e+04    9.4008507959e-03    9.8199218750e-01
