# column 0 : Radial grid
# column 1 :  0                 0                 0                 0                 
# column 2 :  1                 0                 0                 0                 
# column 3 :  2                 0                 0                 0                 
# column 4 :  3                 1                 0                 0                 
# column 5 :  4                 1                 0                 0                 
# column 6 :  5                 2                 0                 0                 
1.000000000000000e-06         3.133718241822015e+00         6.538538477541592e-01         1.914313495695898e-01         2.173048303160829e+00         2.776786276781016e-01         2.102152768004722e+00         
1.018591388054117e-06         3.133718241821646e+00         6.538538477541552e-01         1.914313495695896e-01         2.173048303160765e+00         2.776786276781000e-01         2.102152768004653e+00         
1.037528415818013e-06         3.133718241821264e+00         6.538538477541510e-01         1.914313495695893e-01         2.173048303160698e+00         2.776786276780984e-01         2.102152768004581e+00         
1.056817509213658e-06         3.133718241820868e+00         6.538538477541467e-01         1.914313495695891e-01         2.173048303160629e+00         2.776786276780967e-01         2.102152768004505e+00         
1.076465213629835e-06         3.133718241820456e+00         6.538538477541422e-01         1.914313495695888e-01         2.173048303160557e+00         2.776786276780949e-01         2.102152768004427e+00         
1.096478196143185e-06         3.133718241820030e+00         6.538538477541375e-01         1.914313495695886e-01         2.173048303160482e+00         2.776786276780931e-01         2.102152768004347e+00         
1.116863247780561e-06         3.133718241819587e+00         6.538538477541326e-01         1.914313495695883e-01         2.173048303160404e+00         2.776786276780911e-01         2.102152768004263e+00         
1.137627285823430e-06         3.133718241819127e+00         6.538538477541276e-01         1.914313495695880e-01         2.173048303160324e+00         2.776786276780892e-01         2.102152768004176e+00         
1.158777356155126e-06         3.133718241818650e+00         6.538538477541224e-01         1.914313495695877e-01         2.173048303160241e+00         2.776786276780871e-01         2.102152768004086e+00         
1.180320635651729e-06         3.133718241818156e+00         6.538538477541169e-01         1.914313495695874e-01         2.173048303160154e+00         2.776786276780850e-01         2.102152768003992e+00         
1.202264434617412e-06         3.133718241817642e+00         6.538538477541113e-01         1.914313495695871e-01         2.173048303160065e+00         2.776786276780828e-01         2.102152768003895e+00         
1.224616199265048e-06         3.133718241817110e+00         6.538538477541054e-01         1.914313495695867e-01         2.173048303159971e+00         2.776786276780805e-01         2.102152768003794e+00         
1.247383514242942e-06         3.133718241816558e+00         6.538538477540994e-01         1.914313495695864e-01         2.173048303159875e+00         2.776786276780781e-01         2.102152768003689e+00         
1.270574105208541e-06         3.133718241815984e+00         6.538538477540931e-01         1.914313495695860e-01         2.173048303159775e+00         2.776786276780757e-01         2.102152768003581e+00         
1.294195841449985e-06         3.133718241815390e+00         6.538538477540865e-01         1.914313495695857e-01         2.173048303159671e+00         2.776786276780731e-01         2.102152768003468e+00         
1.318256738556406e-06         3.133718241814773e+00         6.538538477540797e-01         1.914313495695853e-01         2.173048303159562e+00         2.776786276780704e-01         2.102152768003352e+00         
1.342764961137863e-06         3.133718241814132e+00         6.538538477540727e-01         1.914313495695849e-01         2.173048303159451e+00         2.776786276780677e-01         2.102152768003231e+00         
1.367728825595848e-06         3.133718241813468e+00         6.538538477540654e-01         1.914313495695845e-01         2.173048303159335e+00         2.776786276780648e-01         2.102152768003105e+00         
1.393156802945302e-06         3.133718241812780e+00         6.538538477540579e-01         1.914313495695840e-01         2.173048303159214e+00         2.776786276780618e-01         2.102152768002974e+00         
1.419057521689091e-06         3.133718241812065e+00         6.538538477540500e-01         1.914313495695836e-01         2.173048303159089e+00         2.776786276780588e-01         2.102152768002839e+00         
1.445439770745926e-06         3.133718241811323e+00         6.538538477540418e-01         1.914313495695831e-01         2.173048303158959e+00         2.776786276780556e-01         2.102152768002699e+00         
1.472312502432717e-06         3.133718241810553e+00         6.538538477540334e-01         1.914313495695827e-01         2.173048303158825e+00         2.776786276780522e-01         2.102152768002553e+00         
1.499684835502372e-06         3.133718241809754e+00         6.538538477540246e-01         1.914313495695821e-01         2.173048303158685e+00         2.776786276780488e-01         2.102152768002402e+00         
