#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            LocalECP            NonLocalECP         BlockWeight         BlockCPU            AcceptRatio         
         0   -1.5363182362e+01    2.3631484344e+02   -2.6317906004e+01    1.0954723642e+01    7.5900940381e+00   -3.6775573143e+01    2.8675731008e+00    5.1200000000e+02    4.8428964600e-04    4.1328125000e-01
         1   -1.5383852984e+01    2.3692752684e+02   -2.6290831513e+01    1.0906978528e+01    7.5449522936e+00   -3.6607101921e+01    2.7713181153e+00    5.1200000000e+02    4.8908612061e-04    4.1601562500e-01
         2   -1.5387316554e+01    2.3705984245e+02   -2.6354618619e+01    1.0967302066e+01    7.4140124140e+00   -3.6132960738e+01    2.3643297048e+00    5.1200000000e+02    4.8966198730e-04    4.3320312500e-01
         3   -1.5366881337e+01    2.3639405717e+02   -2.5940245981e+01    1.0573364643e+01    7.4858937930e+00   -3.5664894518e+01    2.2387547446e+00    5.1200000000e+02    4.8923916992e-04    4.0703125000e-01
         4   -1.5363622204e+01    2.3631523838e+02   -2.6193716434e+01    1.0830094230e+01    7.4852761844e+00   -3.5773136920e+01    2.0941443014e+00    5.1200000000e+02    4.8974829834e-04    4.1953125000e-01
         5   -1.5374325511e+01    2.3659469109e+02   -2.6330861114e+01    1.0956535602e+01    7.5526044250e+00   -3.6030351746e+01    2.1468862072e+00    5.1200000000e+02    4.9073096924e-04    4.1484375000e-01
         6   -1.5372750094e+01    2.3656128173e+02   -2.6275305659e+01    1.0902555566e+01    7.6391578828e+00   -3.6402126140e+01    2.4876625977e+00    5.1200000000e+02    4.8829645264e-04    4.0585937500e-01
         7   -1.5355245100e+01    2.3600951351e+02   -2.6537984707e+01    1.1182739607e+01    7.6748995593e+00   -3.6579702992e+01    2.3668187252e+00    5.1200000000e+02    4.9283836426e-04    4.3085937500e-01
         8   -1.5363208441e+01    2.3631035091e+02   -2.6506742104e+01    1.1143533663e+01    7.7238891092e+00   -3.6784644096e+01    2.5540128827e+00    5.1200000000e+02    4.8978304932e-04    4.3984375000e-01
         9   -1.5359349395e+01    2.3619175387e+02   -2.6010547248e+01    1.0651197853e+01    7.5476613594e+00   -3.6443353877e+01    2.8851452693e+00    5.1200000000e+02    4.8799963379e-04    4.0429687500e-01
        10   -1.5345482814e+01    2.3579286373e+02   -2.6103226745e+01    1.0757743931e+01    7.6247804031e+00   -3.6206597541e+01    2.4785903930e+00    5.1200000000e+02    4.8957442383e-04    4.3710937500e-01
        11   -1.5365559508e+01    2.3639325906e+02   -2.6385323715e+01    1.1019764207e+01    7.6212392552e+00   -3.6092578703e+01    2.0860157328e+00    5.1200000000e+02    4.8904510010e-04    4.3281250000e-01
        12   -1.5365894240e+01    2.3645289336e+02   -2.6876574892e+01    1.1510680652e+01    7.5605824007e+00   -3.6021452218e+01    1.5842949254e+00    5.1200000000e+02    4.8595140137e-04    4.2812500000e-01
        13   -1.5391287639e+01    2.3716414956e+02   -2.6375987550e+01    1.0984699911e+01    7.5472328373e+00   -3.6039025324e+01    2.1158049363e+00    5.1200000000e+02    4.8888721436e-04    4.2304687500e-01
        14   -1.5344238474e+01    2.3570923693e+02   -2.6428144354e+01    1.1083905880e+01    7.6208794909e+00   -3.6168365620e+01    2.1193417754e+00    5.1200000000e+02    4.8769836670e-04    4.2773437500e-01
        15   -1.5363533272e+01    2.3632712693e+02   -2.6641904662e+01    1.1278371390e+01    7.6943491549e+00   -3.6819859178e+01    2.4836053605e+00    5.1200000000e+02    4.9301199463e-04    4.2578125000e-01
        16   -1.5374272232e+01    2.3664013900e+02   -2.6735571741e+01    1.1361299510e+01    7.6492028916e+00   -3.6679463780e+01    2.2946891468e+00    5.1200000000e+02    4.9173450684e-04    4.1914062500e-01
        17   -1.5345121779e+01    2.3576928086e+02   -2.6650317138e+01    1.1305195360e+01    7.7262564011e+00   -3.6688936311e+01    2.3123627712e+00    5.1200000000e+02    4.9075329590e-04    4.1718750000e-01
        18   -1.5342470874e+01    2.3569641617e+02   -2.6684617439e+01    1.1342146566e+01    7.7852383178e+00   -3.6735143129e+01    2.2652873720e+00    5.1200000000e+02    4.9164200195e-04    4.2890625000e-01
        19   -1.5306429090e+01    2.3457432267e+02   -2.6577917241e+01    1.1271488152e+01    7.7571740525e+00   -3.6662793404e+01    2.3277021099e+00    5.1200000000e+02    4.8833655518e-04    4.0742187500e-01
        20   -1.5336705515e+01    2.3545237348e+02   -2.6667476241e+01    1.1330770726e+01    7.6633290114e+00   -3.6326967672e+01    1.9961624195e+00    5.1200000000e+02    4.8705541748e-04    4.2226562500e-01
        21   -1.5373579749e+01    2.3659483256e+02   -2.6126344255e+01    1.0752764506e+01    7.4998471257e+00   -3.5572812983e+01    1.9466216020e+00    5.1200000000e+02    4.9455155518e-04    4.1289062500e-01
        22   -1.5395496628e+01    2.3726065490e+02   -2.6308671759e+01    1.0913175131e+01    7.5215298578e+00   -3.5881698960e+01    2.0514973433e+00    5.1200000000e+02    4.8862030029e-04    4.2265625000e-01
        23   -1.5361285077e+01    2.3620353166e+02   -2.6179590710e+01    1.0818305633e+01    7.4654704453e+00   -3.5618606466e+01    1.9735453105e+00    5.1200000000e+02    4.8935125977e-04    4.3359375000e-01
        24   -1.5361374903e+01    2.3620488341e+02   -2.6401402481e+01    1.1040027578e+01    7.5347209839e+00   -3.6136902152e+01    2.2007786871e+00    5.1200000000e+02    4.8863254395e-04    4.2773437500e-01
        25   -1.5374461409e+01    2.3664871991e+02   -2.6210900649e+01    1.0836439240e+01    7.5222144937e+00   -3.5914217237e+01    2.1811020937e+00    5.1200000000e+02    4.8984953369e-04    4.2500000000e-01
        26   -1.5370650457e+01    2.3651351945e+02   -2.6309104599e+01    1.0938454142e+01    7.5457292161e+00   -3.6181749733e+01    2.3269159171e+00    5.1200000000e+02    4.8808380615e-04    4.2460937500e-01
        27   -1.5344356878e+01    2.3572007366e+02   -2.5647723145e+01    1.0303366267e+01    7.4374634022e+00   -3.5402236498e+01    2.3170499506e+00    5.1200000000e+02    4.8482312744e-04    4.2187500000e-01
        28   -1.5332820918e+01    2.3530539052e+02   -2.6239965041e+01    1.0907144123e+01    7.4435807296e+00   -3.5494822956e+01    1.8112771853e+00    5.1200000000e+02    4.8481852539e-04    4.2812500000e-01
        29   -1.5369526102e+01    2.3644670198e+02   -2.6216649331e+01    1.0847123229e+01    7.4295758022e+00   -3.5910732920e+01    2.2645077877e+00    5.1200000000e+02    4.8427543945e-04    4.2460937500e-01
        30   -1.5370449011e+01    2.3649252259e+02   -2.6290000136e+01    1.0919551125e+01    7.4493093530e+00   -3.6161262093e+01    2.4219526038e+00    5.1200000000e+02    4.8437090820e-04    4.3984375000e-01
        31   -1.5359929779e+01    2.3617116439e+02   -2.6398152350e+01    1.1038222571e+01    7.4945276797e+00   -3.6370188951e+01    2.4775089218e+00    5.1200000000e+02    4.8616199219e-04    4.4218750000e-01
        32   -1.5346057207e+01    2.3573450707e+02   -2.6738333003e+01    1.1392275796e+01    7.5012439845e+00   -3.6595451018e+01    2.3558740308e+00    5.1200000000e+02    4.8466889648e-04    4.2812500000e-01
        33   -1.5378140239e+01    2.3672173813e+02   -2.7014531725e+01    1.1636391486e+01    7.4980095569e+00   -3.6384862393e+01    1.8723211116e+00    5.1200000000e+02    4.8639299072e-04    4.2578125000e-01
        34   -1.5351329774e+01    2.3589210975e+02   -2.6460794412e+01    1.1109464638e+01    7.5529845575e+00   -3.6277279594e+01    2.2635006245e+00    5.1200000000e+02    4.8487285889e-04    4.2148437500e-01
        35   -1.5324063917e+01    2.3508486537e+02   -2.6385222243e+01    1.1061158326e+01    7.6208361908e+00   -3.6162309782e+01    2.1562513487e+00    5.1200000000e+02    4.8293840332e-04    4.2421875000e-01
        36   -1.5336441438e+01    2.3546826743e+02   -2.6636957915e+01    1.1300516477e+01    7.7141860605e+00   -3.6198356349e+01    1.8472123730e+00    5.1200000000e+02    4.8668703125e-04    4.1445312500e-01
        37   -1.5363483481e+01    2.3629713914e+02   -2.6151870865e+01    1.0788387384e+01    7.6215102970e+00   -3.5964904249e+01    2.1915230868e+00    5.1200000000e+02    4.9100133057e-04    4.2382812500e-01
        38   -1.5370052433e+01    2.3648344089e+02   -2.6432281241e+01    1.1062228809e+01    7.5278738714e+00   -3.6059436009e+01    2.0992808966e+00    5.1200000000e+02    4.9127592529e-04    4.3007812500e-01
        39   -1.5370399452e+01    2.3654006322e+02   -2.6206503151e+01    1.0836103699e+01    7.5600343490e+00   -3.6066607461e+01    2.3000699614e+00    5.1200000000e+02    4.9193830566e-04    4.3437500000e-01
