# column 0 : Radial grid
# column 1 :  0                 0                 0                 0                 
# column 2 :  1                 0                 0                 0                 
# column 3 :  2                 0                 0                 0                 
# column 4 :  3                 1                 0                 0                 
# column 5 :  4                 1                 0                 0                 
# column 6 :  5                 1                 0                 0                 
# column 7 :  6                 2                 0                 0                 
# column 8 :  7                 2                 0                 0                 
# column 9 :  8                 3                 0                 0                 
1.000000000000000e-06         1.064275146604589e+00         3.739215275342683e+00         8.608820177184662e-01         8.139705517227192e+00         3.532289212196042e-01         1.542535023143818e+00         1.292442557289800e+00         1.211302407551933e+01         4.363076223499371e+00         
1.018591388054117e-06         1.064275146604677e+00         3.739215275342447e+00         8.608820177184585e-01         8.139705517225195e+00         3.532289212196018e-01         1.542535023143783e+00         1.292442557289768e+00         1.211302407551823e+01         4.363076223499138e+00         
1.037528415818013e-06         1.064275146604769e+00         3.739215275342201e+00         8.608820177184505e-01         8.139705517223124e+00         3.532289212195993e-01         1.542535023143747e+00         1.292442557289734e+00         1.211302407551710e+01         4.363076223498896e+00         
1.056817509213658e-06         1.064275146604863e+00         3.739215275341946e+00         8.608820177184423e-01         8.139705517220975e+00         3.532289212195966e-01         1.542535023143709e+00         1.292442557289699e+00         1.211302407551592e+01         4.363076223498645e+00         
1.076465213629835e-06         1.064275146604962e+00         3.739215275341682e+00         8.608820177184338e-01         8.139705517218747e+00         3.532289212195939e-01         1.542535023143671e+00         1.292442557289663e+00         1.211302407551470e+01         4.363076223498385e+00         
1.096478196143185e-06         1.064275146605065e+00         3.739215275341408e+00         8.608820177184249e-01         8.139705517216433e+00         3.532289212195910e-01         1.542535023143630e+00         1.292442557289625e+00         1.211302407551344e+01         4.363076223498115e+00         
1.116863247780561e-06         1.064275146605171e+00         3.739215275341123e+00         8.608820177184155e-01         8.139705517214033e+00         3.532289212195881e-01         1.542535023143588e+00         1.292442557289586e+00         1.211302407551212e+01         4.363076223497835e+00         
1.137627285823430e-06         1.064275146605280e+00         3.739215275340828e+00         8.608820177184060e-01         8.139705517211542e+00         3.532289212195850e-01         1.542535023143545e+00         1.292442557289546e+00         1.211302407551076e+01         4.363076223497544e+00         
1.158777356155126e-06         1.064275146605395e+00         3.739215275340522e+00         8.608820177183960e-01         8.139705517208959e+00         3.532289212195819e-01         1.542535023143500e+00         1.292442557289504e+00         1.211302407550934e+01         4.363076223497242e+00         
1.180320635651729e-06         1.064275146605513e+00         3.739215275340204e+00         8.608820177183857e-01         8.139705517206279e+00         3.532289212195786e-01         1.542535023143453e+00         1.292442557289460e+00         1.211302407550788e+01         4.363076223496930e+00         
1.202264434617412e-06         1.064275146605636e+00         3.739215275339874e+00         8.608820177183749e-01         8.139705517203499e+00         3.532289212195752e-01         1.542535023143405e+00         1.292442557289415e+00         1.211302407550635e+01         4.363076223496605e+00         
1.224616199265048e-06         1.064275146605764e+00         3.739215275339532e+00         8.608820177183638e-01         8.139705517200612e+00         3.532289212195716e-01         1.542535023143355e+00         1.292442557289368e+00         1.211302407550478e+01         4.363076223496268e+00         
1.247383514242942e-06         1.064275146605896e+00         3.739215275339177e+00         8.608820177183523e-01         8.139705517197617e+00         3.532289212195680e-01         1.542535023143302e+00         1.292442557289319e+00         1.211302407550314e+01         4.363076223495918e+00         
1.270574105208541e-06         1.064275146606033e+00         3.739215275338809e+00         8.608820177183403e-01         8.139705517194512e+00         3.532289212195641e-01         1.542535023143248e+00         1.292442557289269e+00         1.211302407550144e+01         4.363076223495556e+00         
1.294195841449985e-06         1.064275146606176e+00         3.739215275338427e+00         8.608820177183280e-01         8.139705517191290e+00         3.532289212195602e-01         1.542535023143192e+00         1.292442557289216e+00         1.211302407549967e+01         4.363076223495180e+00         
1.318256738556406e-06         1.064275146606324e+00         3.739215275338030e+00         8.608820177183151e-01         8.139705517187947e+00         3.532289212195561e-01         1.542535023143134e+00         1.292442557289162e+00         1.211302407549784e+01         4.363076223494790e+00         
1.342764961137863e-06         1.064275146606477e+00         3.739215275337619e+00         8.608820177183018e-01         8.139705517184478e+00         3.532289212195519e-01         1.542535023143074e+00         1.292442557289106e+00         1.211302407549594e+01         4.363076223494385e+00         
1.367728825595848e-06         1.064275146606636e+00         3.739215275337192e+00         8.608820177182879e-01         8.139705517180879e+00         3.532289212195475e-01         1.542535023143011e+00         1.292442557289047e+00         1.211302407549397e+01         4.363076223493964e+00         
1.393156802945302e-06         1.064275146606802e+00         3.739215275336749e+00         8.608820177182734e-01         8.139705517177145e+00         3.532289212195429e-01         1.542535023142946e+00         1.292442557288986e+00         1.211302407549193e+01         4.363076223493528e+00         
1.419057521689091e-06         1.064275146606973e+00         3.739215275336290e+00         8.608820177182586e-01         8.139705517173269e+00         3.532289212195381e-01         1.542535023142878e+00         1.292442557288923e+00         1.211302407548980e+01         4.363076223493077e+00         
1.445439770745926e-06         1.064275146607151e+00         3.739215275335813e+00         8.608820177182430e-01         8.139705517169249e+00         3.532289212195331e-01         1.542535023142808e+00         1.292442557288858e+00         1.211302407548760e+01         4.363076223492607e+00         
1.472312502432717e-06         1.064275146607335e+00         3.739215275335319e+00         8.608820177182269e-01         8.139705517165080e+00         3.532289212195281e-01         1.542535023142736e+00         1.292442557288790e+00         1.211302407548532e+01         4.363076223492120e+00         
1.499684835502372e-06         1.064275146607526e+00         3.739215275334806e+00         8.608820177182104e-01         8.139705517160753e+00         3.532289212195227e-01         1.542535023142660e+00         1.292442557288720e+00         1.211302407548295e+01         4.363076223491615e+00         
1.527566058238071e-06         1.064275146607725e+00         3.739215275334273e+00         8.608820177181931e-01         8.139705517156262e+00         3.532289212195173e-01         1.542535023142582e+00         1.292442557288647e+00         1.211302407548049e+01         4.363076223491091e+00         
1.555965631605073e-06         1.064275146607931e+00         3.739215275333721e+00         8.608820177181751e-01         8.139705517151604e+00         3.532289212195115e-01         1.542535023142501e+00         1.292442557288571e+00         1.211302407547794e+01         4.363076223490547e+00         
1.584893192461112e-06         1.064275146608144e+00         3.739215275333148e+00         8.608820177181564e-01         8.139705517146771e+00         3.532289212195056e-01         1.542535023142417e+00         1.292442557288492e+00         1.211302407547530e+01         4.363076223489983e+00         
1.614358556826484e-06         1.064275146608366e+00         3.739215275332554e+00         8.608820177181371e-01         8.139705517141756e+00         3.532289212194994e-01         1.542535023142330e+00         1.292442557288411e+00         1.211302407547255e+01         4.363076223489398e+00         
1.644371723214929e-06         1.064275146608596e+00         3.739215275331937e+00         8.608820177181171e-01         8.139705517136553e+00         3.532289212194931e-01         1.542535023142239e+00         1.292442557288326e+00         1.211302407546970e+01         4.363076223488791e+00         
1.674942876026435e-06         1.064275146608835e+00         3.739215275331297e+00         8.608820177180964e-01         8.139705517131155e+00         3.532289212194865e-01         1.542535023142145e+00         1.292442557288238e+00         1.211302407546675e+01         4.363076223488160e+00         
1.706082389003121e-06         1.064275146609082e+00         3.739215275330633e+00         8.608820177180747e-01         8.139705517125556e+00         3.532289212194796e-01         1.542535023142047e+00         1.292442557288147e+00         1.211302407546368e+01         4.363076223487507e+00         
1.737800828749373e-06         1.064275146609339e+00         3.739215275329944e+00         8.608820177180524e-01         8.139705517119745e+00         3.532289212194725e-01         1.542535023141946e+00         1.292442557288053e+00         1.211302407546050e+01         4.363076223486829e+00         
1.770108958317418e-06         1.064275146609606e+00         3.739215275329229e+00         8.608820177180291e-01         8.139705517113718e+00         3.532289212194650e-01         1.542535023141841e+00         1.292442557287955e+00         1.211302407545720e+01         4.363076223486125e+00         
1.803017740859566e-06         1.064275146609882e+00         3.739215275328488e+00         8.608820177180051e-01         8.139705517107462e+00         3.532289212194574e-01         1.542535023141732e+00         1.292442557287853e+00         1.211302407545378e+01         4.363076223485395e+00         
1.836538343348343e-06         1.064275146610169e+00         3.739215275327719e+00         8.608820177179801e-01         8.139705517100973e+00         3.532289212194494e-01         1.542535023141619e+00         1.292442557287747e+00         1.211302407545022e+01         4.363076223484637e+00         
1.870682140365797e-06         1.064275146610467e+00         3.739215275326920e+00         8.608820177179541e-01         8.139705517094239e+00         3.532289212194412e-01         1.542535023141502e+00         1.292442557287638e+00         1.211302407544654e+01         4.363076223483851e+00         
1.905460717963244e-06         1.064275146610776e+00         3.739215275326092e+00         8.608820177179273e-01         8.139705517087254e+00         3.532289212194326e-01         1.542535023141380e+00         1.292442557287524e+00         1.211302407544271e+01         4.363076223483036e+00         
1.940885877592775e-06         1.064275146611096e+00         3.739215275325233e+00         8.608820177178993e-01         8.139705517080005e+00         3.532289212194237e-01         1.542535023141254e+00         1.292442557287407e+00         1.211302407543874e+01         4.363076223482190e+00         
1.976969640111857e-06         1.064275146611428e+00         3.739215275324341e+00         8.608820177178704e-01         8.139705517072487e+00         3.532289212194145e-01         1.542535023141123e+00         1.292442557287284e+00         1.211302407543463e+01         4.363076223481312e+00         
