#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             Coulomb             BlockWeight         BlockCPU            AcceptRatio         
         0   -3.3783803379e-01    9.0403229563e-01   -1.4235977979e+00    1.0857597641e+00   -1.4235977979e+00    5.1200000000e+04    5.5912221423e-03    9.9992187500e-01
         1   -3.8076821677e-01    7.8254130809e-01   -1.4059586181e+00    1.0251904013e+00   -1.4059586181e+00    5.1200000000e+04    5.6384457300e-03    9.9992187500e-01
         2   -3.9207492682e-01    8.4900099736e-01   -1.3920453293e+00    9.9997040245e-01   -1.3920453293e+00    5.1200000000e+04    5.6228436450e-03    9.9996093750e-01
         3   -3.8517031437e-01    6.4138691701e-01   -1.3691274445e+00    9.8395713009e-01   -1.3691274445e+00    5.1200000000e+04    5.6224941846e-03    1.0000000000e+00
         4   -4.3396567309e-01    1.1938536830e+00   -1.4032056868e+00    9.6924001370e-01   -1.4032056868e+00    5.1200000000e+04    5.6008800964e-03    9.9998046875e-01
         5   -4.2254686103e-01    1.0335547998e+00   -1.3541527509e+00    9.3160588988e-01   -1.3541527509e+00    5.1200000000e+04    5.6191252454e-03    9.9996093750e-01
         6   -4.1811521735e-01    6.8380866546e-01   -1.3432832846e+00    9.2516806721e-01   -1.3432832846e+00    5.1200000000e+04    5.6235667847e-03    9.9998046875e-01
         7   -4.2282989770e-01    6.3056988099e-01   -1.3083021131e+00    8.8547221538e-01   -1.3083021131e+00    5.1200000000e+04    5.6187962451e-03    9.9994140625e-01
         8   -4.7343544398e-01    1.1533364682e+00   -1.3368132270e+00    8.6337778306e-01   -1.3368132270e+00    5.1200000000e+04    5.6236138330e-03    9.9998046875e-01
         9   -4.5019604843e-01    8.3451111231e-01   -1.3180337547e+00    8.6783770630e-01   -1.3180337547e+00    5.1200000000e+04    5.5983313940e-03    9.9988281250e-01
        10   -4.4820162210e-01    9.4909449092e-01   -1.3368634391e+00    8.8866181704e-01   -1.3368634391e+00    5.1200000000e+04    5.6175344800e-03    9.9998046875e-01
        11   -4.0753562131e-01    5.6331701185e-01   -1.2987773833e+00    8.9124176203e-01   -1.2987773833e+00    5.1200000000e+04    5.6222282764e-03    9.9996093750e-01
        12   -4.2591078747e-01    9.0910929204e-01   -1.3022230037e+00    8.7631221624e-01   -1.3022230037e+00    5.1200000000e+04    5.6218978650e-03    9.9998046875e-01
        13   -4.2328345707e-01    7.5109048043e-01   -1.3091593776e+00    8.8587592051e-01   -1.3091593776e+00    5.1200000000e+04    5.6223557361e-03    1.0000000000e+00
        14   -4.5085005370e-01    8.5140656580e-01   -1.2863057903e+00    8.3545573656e-01   -1.2863057903e+00    5.1200000000e+04    5.6017147644e-03    9.9998046875e-01
        15   -4.1648955036e-01    5.3384070624e-01   -1.2400678574e+00    8.2357830702e-01   -1.2400678574e+00    5.1200000000e+04    5.6204045251e-03    9.9996093750e-01
        16   -4.3868105644e-01    6.1675063115e-01   -1.2327882745e+00    7.9410721807e-01   -1.2327882745e+00    5.1200000000e+04    5.6187739185e-03    9.9988281250e-01
        17   -4.4814170653e-01    6.7813035320e-01   -1.2289897621e+00    7.8084805560e-01   -1.2289897621e+00    5.1200000000e+04    5.6179235925e-03    9.9998046875e-01
        18   -4.2823397939e-01    5.9825908661e-01   -1.1833561669e+00    7.5512218754e-01   -1.1833561669e+00    5.1200000000e+04    5.6206166016e-03    1.0000000000e+00
        19   -4.7113274629e-01    9.1660988166e-01   -1.2240685349e+00    7.5293578865e-01   -1.2240685349e+00    5.1200000000e+04    5.6018911621e-03    9.9998046875e-01
        20   -4.5543022073e-01    8.6669107175e-01   -1.2429463434e+00    7.8751612264e-01   -1.2429463434e+00    5.1200000000e+04    5.6215091333e-03    9.9996093750e-01
        21   -4.4249475436e-01    6.4253462487e-01   -1.2452057497e+00    8.0271099531e-01   -1.2452057497e+00    5.1200000000e+04    5.6223099219e-03    9.9994140625e-01
