#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             Coulomb             BlockWeight         BlockCPU            AcceptRatio         
         0   -2.8847190131e-01    3.8656792406e-01   -1.4090294927e+00    1.1205575914e+00   -1.4090294927e+00    1.2800000000e+04    5.4985188867e-03    9.9992187500e-01
         1   -3.1404280335e-01    3.8627626722e-01   -1.3808211399e+00    1.0667783366e+00   -1.3808211399e+00    1.2800000000e+04    5.5712989551e-03    1.0000000000e+00
         2   -3.1692697964e-01    5.2294478619e-01   -1.3283671744e+00    1.0114401947e+00   -1.3283671744e+00    1.2800000000e+04    5.5205387207e-03    9.9992187500e-01
         3   -3.9759075344e-01    1.2617943552e+00   -1.5343473021e+00    1.1367565487e+00   -1.5343473021e+00    1.2800000000e+04    5.5174229102e-03    9.9984375000e-01
         4   -4.4287535101e-01    1.8493162635e+00   -1.4699859342e+00    1.0271105832e+00   -1.4699859342e+00    1.2800000000e+04    5.4963227441e-03    1.0000000000e+00
         5   -4.2855544208e-01    9.4253845941e-01   -1.3999464774e+00    9.7139103528e-01   -1.3999464774e+00    1.2800000000e+04    5.5216571729e-03    9.9992187500e-01
         6   -4.7661184401e-01    8.2171905571e-01   -1.4089916380e+00    9.3237979404e-01   -1.4089916380e+00    1.2800000000e+04    5.5209459521e-03    1.0000000000e+00
         7   -4.6962060869e-01    9.6103412732e-01   -1.4311387041e+00    9.6151809544e-01   -1.4311387041e+00    1.2800000000e+04    5.5200527930e-03    1.0000000000e+00
         8   -4.3983344790e-01    6.9790922080e-01   -1.3848318891e+00    9.4499844125e-01   -1.3848318891e+00    1.2800000000e+04    5.5223105127e-03    9.9992187500e-01
         9   -4.7126893936e-01    8.7383535620e-01   -1.4295552484e+00    9.5828630904e-01   -1.4295552484e+00    1.2800000000e+04    5.5031466064e-03    1.0000000000e+00
        10   -4.4434219596e-01    6.8934457110e-01   -1.3804929128e+00    9.3615071687e-01   -1.3804929128e+00    1.2800000000e+04    5.5125609619e-03    9.9992187500e-01
        11   -4.0353502358e-01    4.6255719915e-01   -1.2745037239e+00    8.7096870027e-01   -1.2745037239e+00    1.2800000000e+04    5.5210685107e-03    9.9984375000e-01
        12   -4.0687795497e-01    5.1022074810e-01   -1.2817611491e+00    8.7488319415e-01   -1.2817611491e+00    1.2800000000e+04    5.5109061816e-03    1.0000000000e+00
        13   -4.1012570150e-01    4.9959065684e-01   -1.2595807896e+00    8.4945508810e-01   -1.2595807896e+00    1.2800000000e+04    5.5171083301e-03    9.9992187500e-01
        14   -4.2876618905e-01    5.6883746551e-01   -1.2530423455e+00    8.2427615641e-01   -1.2530423455e+00    1.2800000000e+04    5.4932642578e-03    1.0000000000e+00
        15   -4.8570823899e-01    6.1652997308e-01   -1.2429959456e+00    7.5728770666e-01   -1.2429959456e+00    1.2800000000e+04    5.5174453467e-03    1.0000000000e+00
        16   -4.7126574048e-01    9.8833990207e-01   -1.2594969090e+00    7.8823116848e-01   -1.2594969090e+00    1.2800000000e+04    5.5160121533e-03    1.0000000000e+00
        17   -4.3036623688e-01    6.6876877255e-01   -1.1990591982e+00    7.6869296133e-01   -1.1990591982e+00    1.2800000000e+04    5.5270905225e-03    9.9992187500e-01
        18   -4.3151135941e-01    1.0419275248e+00   -1.2864201922e+00    8.5490883277e-01   -1.2864201922e+00    1.2800000000e+04    5.5159841650e-03    9.9992187500e-01
        19   -4.0377552799e-01    5.4710894791e-01   -1.2608818304e+00    8.5710630243e-01   -1.2608818304e+00    1.2800000000e+04    5.4953022803e-03    9.9992187500e-01
        20   -3.7192509868e-01    3.7183763014e-01   -1.1600691694e+00    7.8814407075e-01   -1.1600691694e+00    1.2800000000e+04    5.5122924268e-03    1.0000000000e+00
        21   -4.6056913033e-01    8.7325004224e-01   -1.1417100659e+00    6.8114093552e-01   -1.1417100659e+00    1.2800000000e+04    5.5214098584e-03    9.9992187500e-01
        22   -4.3732668029e-01    3.8696898658e-01   -1.0853888702e+00    6.4806218995e-01   -1.0853888702e+00    1.2800000000e+04    5.5123770361e-03    1.0000000000e+00
        23   -4.4764356805e-01    5.5013553670e-01   -1.1178125263e+00    6.7016895830e-01   -1.1178125263e+00    1.2800000000e+04    5.5234134814e-03    1.0000000000e+00
        24   -4.0819476172e-01    4.9772802907e-01   -1.1696974140e+00    7.6150265230e-01   -1.1696974140e+00    1.2800000000e+04    5.4978448242e-03    9.9984375000e-01
        25   -3.9152729228e-01    4.7578004215e-01   -1.1947437977e+00    8.0321650544e-01   -1.1947437977e+00    1.2800000000e+04    5.5195335254e-03    9.9992187500e-01
        26   -4.3075749707e-01    3.9049641784e-01   -1.1383852475e+00    7.0762775039e-01   -1.1383852475e+00    1.2800000000e+04    5.5215608252e-03    9.9984375000e-01
        27   -4.5651990482e-01    4.7170102924e-01   -1.1565647410e+00    7.0004483622e-01   -1.1565647410e+00    1.2800000000e+04    5.5249393018e-03    1.0000000000e+00
        28   -4.1880870308e-01    5.3488574941e-01   -1.1739799228e+00    7.5517121972e-01   -1.1739799228e+00    1.2800000000e+04    5.5221844629e-03    1.0000000000e+00
        29   -3.8209289308e-01    5.7961776932e-01   -1.2371386481e+00    8.5504575500e-01   -1.2371386481e+00    1.2800000000e+04    5.4947529687e-03    1.0000000000e+00
        30   -4.3042419531e-01    7.1410410594e-01   -1.2295651217e+00    7.9914092640e-01   -1.2295651217e+00    1.2800000000e+04    5.5180774512e-03    1.0000000000e+00
        31   -3.9097051645e-01    4.6123299574e-01   -1.2124772761e+00    8.2150675962e-01   -1.2124772761e+00    1.2800000000e+04    5.5136815234e-03    9.9992187500e-01
        32   -3.9698766226e-01    4.5937223899e-01   -1.1956989666e+00    7.9871130433e-01   -1.1956989666e+00    1.2800000000e+04    5.5130644727e-03    1.0000000000e+00
        33   -4.5605244708e-01    9.0202961011e-01   -1.2175839051e+00    7.6153145804e-01   -1.2175839051e+00    1.2800000000e+04    5.5208314697e-03    9.9992187500e-01
        34   -4.2462477440e-01    7.9591292607e-01   -1.1927454903e+00    7.6812071588e-01   -1.1927454903e+00    1.2800000000e+04    5.5046404053e-03    1.0000000000e+00
        35   -4.6882928553e-01    8.7551424097e-01   -1.2352975779e+00    7.6646829233e-01   -1.2352975779e+00    1.2800000000e+04    5.5156251318e-03    1.0000000000e+00
        36   -4.1083875390e-01    4.6733411099e-01   -1.1104464539e+00    6.9960770000e-01   -1.1104464539e+00    1.2800000000e+04    5.5253067822e-03    1.0000000000e+00
        37   -4.1880595205e-01    3.7586232567e-01   -1.1179509943e+00    6.9914504221e-01   -1.1179509943e+00    1.2800000000e+04    5.5227810547e-03    1.0000000000e+00
        38   -4.3157913685e-01    3.7204540832e-01   -1.1260872303e+00    6.9450809342e-01   -1.1260872303e+00    1.2800000000e+04    5.5211864941e-03    9.9992187500e-01
        39   -4.4191039765e-01    3.8211338539e-01   -1.1247318888e+00    6.8282149118e-01   -1.1247318888e+00    1.2800000000e+04    5.5002804736e-03    1.0000000000e+00
        40   -4.7840039620e-01    6.6029619544e-01   -1.1651010372e+00    6.8670064104e-01   -1.1651010372e+00    1.2800000000e+04    5.5142029248e-03    1.0000000000e+00
        41   -5.1313371255e-01    9.4894312293e-01   -1.1736062908e+00    6.6047257826e-01   -1.1736062908e+00    1.2800000000e+04    5.5221258594e-03    1.0000000000e+00
        42   -4.5119406880e-01    4.7736314821e-01   -1.0654236283e+00    6.1422955946e-01   -1.0654236283e+00    1.2800000000e+04    5.5108488721e-03    9.9992187500e-01
        43   -4.5489722963e-01    5.1325614476e-01   -1.0446704503e+00    5.8977322065e-01   -1.0446704503e+00    1.2800000000e+04    5.5234516309e-03    9.9992187500e-01
        44   -4.9241084206e-01    1.4681564772e+00   -1.1439212345e+00    6.5151039248e-01   -1.1439212345e+00    1.2800000000e+04    5.4963156250e-03    9.9992187500e-01
        45   -4.2950960034e-01    3.7711893698e-01   -1.0797736571e+00    6.5026405677e-01   -1.0797736571e+00    1.2800000000e+04    5.5181047314e-03    1.0000000000e+00
        46   -4.4598118670e-01    4.4411655723e-01   -1.1514424995e+00    7.0546131285e-01   -1.1514424995e+00    1.2800000000e+04    5.5173911035e-03    1.0000000000e+00
