#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             Coulomb             BlockWeight         BlockCPU            AcceptRatio         
         0   -4.6132857839e-01    6.9747039006e-01   -1.1603010533e+00    6.9897247490e-01   -1.1603010533e+00    1.2800000000e+04    5.5232750635e-03    9.9992187500e-01
         1   -4.5908078082e-01    6.4705757842e-01   -1.1425915721e+00    6.8351079126e-01   -1.1425915721e+00    1.2800000000e+04    5.5029114893e-03    9.9984375000e-01
         2   -4.3113654431e-01    3.8481360111e-01   -1.0728335347e+00    6.4169699038e-01   -1.0728335347e+00    1.2800000000e+04    5.5185514844e-03    1.0000000000e+00
         3   -5.1318408669e-01    8.2500495930e-01   -1.1832327302e+00    6.7004864352e-01   -1.1832327302e+00    1.2800000000e+04    5.5201570313e-03    1.0000000000e+00
         4   -5.2879450078e-01    2.0700382297e+00   -1.1855442577e+00    6.5674975697e-01   -1.1855442577e+00    1.2800000000e+04    5.5287261328e-03    9.9992187500e-01
         5   -4.6528814365e-01    5.3836431618e-01   -1.1882410137e+00    7.2295287001e-01   -1.1882410137e+00    1.2800000000e+04    5.5214421387e-03    1.0000000000e+00
         6   -4.2929739740e-01    4.1586921585e-01   -1.1254388609e+00    6.9614146351e-01   -1.1254388609e+00    1.2800000000e+04    5.4982811377e-03    9.9992187500e-01
         7   -5.5485388472e-01    1.5497660843e+00   -1.3198240153e+00    7.6497013057e-01   -1.3198240153e+00    1.2800000000e+04    5.5197073926e-03    9.9984375000e-01
         8   -4.0082668296e-01    3.6901953924e-01   -1.1363945200e+00    7.3556783700e-01   -1.1363945200e+00    1.2800000000e+04    5.5262195752e-03    9.9984375000e-01
         9   -4.7718541364e-01    7.1646910477e-01   -1.1624178963e+00    6.8523248264e-01   -1.1624178963e+00    1.2800000000e+04    5.5223623535e-03    1.0000000000e+00
        10   -4.5633631098e-01    7.7822646413e-01   -1.1263969160e+00    6.7006060499e-01   -1.1263969160e+00    1.2800000000e+04    5.5164467725e-03    1.0000000000e+00
        11   -4.5814818835e-01    5.9088369694e-01   -1.1552982468e+00    6.9715005841e-01   -1.1552982468e+00    1.2800000000e+04    5.5073042090e-03    1.0000000000e+00
        12   -4.1175884864e-01    3.8764408629e-01   -1.1510678831e+00    7.3930903449e-01   -1.1510678831e+00    1.2800000000e+04    5.5260574121e-03    9.9992187500e-01
        13   -4.9160278839e-01    1.1509138677e+00   -1.2705436907e+00    7.7894090232e-01   -1.2705436907e+00    1.2800000000e+04    5.5275692334e-03    9.9984375000e-01
        14   -5.4880118196e-01    1.5064174510e+00   -1.3472128121e+00    7.9841163013e-01   -1.3472128121e+00    1.2800000000e+04    5.5208494678e-03    1.0000000000e+00
        15   -5.3261969861e-01    1.4285429383e+00   -1.3219079718e+00    7.8928827317e-01   -1.3219079718e+00    1.2800000000e+04    5.5118661279e-03    9.9992187500e-01
        16   -4.4773752486e-01    6.2801331983e-01   -1.2265070935e+00    7.7876956861e-01   -1.2265070935e+00    1.2800000000e+04    5.5081260693e-03    1.0000000000e+00
        17   -4.4469295623e-01    6.0728088522e-01   -1.1995155007e+00    7.5482254449e-01   -1.1995155007e+00    1.2800000000e+04    5.5193019922e-03    1.0000000000e+00
        18   -4.1003864138e-01    4.2699653328e-01   -1.1836511715e+00    7.7361253016e-01   -1.1836511715e+00    1.2800000000e+04    5.5210047363e-03    9.9992187500e-01
        19   -4.6940602494e-01    6.4717988768e-01   -1.2729739252e+00    8.0356790029e-01   -1.2729739252e+00    1.2800000000e+04    5.5169298486e-03    1.0000000000e+00
        20   -4.6465881210e-01    6.9357815867e-01   -1.2563926524e+00    7.9173384028e-01   -1.2563926524e+00    1.2800000000e+04    5.5183346826e-03    9.9992187500e-01
