#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             Coulomb             BlockWeight         BlockCPU            AcceptRatio         
         0   -4.2544249460e-01    4.0491336006e-01   -1.1946752059e+00    7.6923271126e-01   -1.1946752059e+00    1.2800000000e+02    5.5577397440e-05    1.0000000000e+00
         1   -4.2835804454e-01    3.9781663177e-01   -1.2003546990e+00    7.7199665441e-01   -1.2003546990e+00    1.2800000000e+02    5.9308964829e-05    1.0000000000e+00
         2   -4.3409918436e-01    4.0471627049e-01   -1.2106286185e+00    7.7652943416e-01   -1.2106286185e+00    1.2800000000e+02    5.9905502937e-05    1.0000000000e+00
         3   -4.2276555105e-01    3.7315382936e-01   -1.1979173654e+00    7.7515181437e-01   -1.1979173654e+00    1.2800000000e+02    5.9830527352e-05    1.0000000000e+00
         4   -4.2040570253e-01    3.8576482898e-01   -1.1917200697e+00    7.7131436718e-01   -1.1917200697e+00    1.2800000000e+02    5.9580170927e-05    1.0000000000e+00
         5   -4.4123026509e-01    4.2135925992e-01   -1.2133604514e+00    7.7213018634e-01   -1.2133604514e+00    1.2800000000e+02    5.9525009757e-05    1.0000000000e+00
         6   -4.4194189842e-01    4.2696279350e-01   -1.2151791140e+00    7.7323721558e-01   -1.2151791140e+00    1.2800000000e+02    5.9999995145e-05    1.0000000000e+00
         7   -4.3745818078e-01    4.6883931275e-01   -1.2277323784e+00    7.9027419764e-01   -1.2277323784e+00    1.2800000000e+02    5.9967250991e-05    1.0000000000e+00
         8   -4.3484067626e-01    4.5007288268e-01   -1.2224249889e+00    7.8758431265e-01   -1.2224249889e+00    1.2800000000e+02    5.9817040999e-05    1.0000000000e+00
         9   -4.3576842979e-01    4.3188122150e-01   -1.2397905939e+00    8.0402216411e-01   -1.2397905939e+00    1.2800000000e+02    5.9594052750e-05    1.0000000000e+00
        10   -4.0732315599e-01    3.6591137619e-01   -1.2107306403e+00    8.0340748429e-01   -1.2107306403e+00    1.2800000000e+02    5.9631591807e-05    1.0000000000e+00
        11   -3.8796336150e-01    3.4350861334e-01   -1.1960759244e+00    8.0811256295e-01   -1.1960759244e+00    1.2800000000e+02    5.9763168942e-05    1.0000000000e+00
        12   -3.9602148219e-01    4.0834700863e-01   -1.2052333461e+00    8.0921186391e-01   -1.2052333461e+00    1.2800000000e+02    5.9428061526e-05    1.0000000000e+00
        13   -3.8962585385e-01    3.5946304682e-01   -1.2020369020e+00    8.1241104814e-01   -1.2020369020e+00    1.2800000000e+02    5.9680053727e-05    1.0000000000e+00
        14   -3.8035441092e-01    3.2588256818e-01   -1.1922743754e+00    8.1191996451e-01   -1.1922743754e+00    1.2800000000e+02    5.9538076204e-05    1.0000000000e+00
        15   -3.6439087069e-01    3.0685482682e-01   -1.1769898250e+00    8.1259895433e-01   -1.1769898250e+00    1.2800000000e+02    6.0333266568e-05    1.0000000000e+00
        16   -3.6946151672e-01    3.1238519279e-01   -1.1796396435e+00    8.1017812681e-01   -1.1796396435e+00    1.2800000000e+02    6.0010600592e-05    1.0000000000e+00
        17   -3.6748776719e-01    3.1143928836e-01   -1.1779491999e+00    8.1046143273e-01   -1.1779491999e+00    1.2800000000e+02    5.9921460000e-05    1.0000000000e+00
        18   -3.6198118742e-01    3.0684755041e-01   -1.1747992091e+00    8.1281802166e-01   -1.1747992091e+00    1.2800000000e+02    6.0033793954e-05    1.0000000000e+00
        19   -3.6741723394e-01    3.0887080710e-01   -1.1810745222e+00    8.1365728827e-01   -1.1810745222e+00    1.2800000000e+02    5.9464985352e-05    1.0000000000e+00
        20   -3.6756999567e-01    3.1113507189e-01   -1.1883997830e+00    8.2082978730e-01   -1.1883997830e+00    1.2800000000e+02    5.9804262673e-05    1.0000000000e+00
        21   -3.8248586563e-01    3.4960170495e-01   -1.1945930657e+00    8.1210720010e-01   -1.1945930657e+00    1.2800000000e+02    5.9950512700e-05    1.0000000000e+00
        22   -3.8746480857e-01    3.6591303725e-01   -1.2010393877e+00    8.1357457916e-01   -1.2010393877e+00    1.2800000000e+02    6.0063828123e-05    1.0000000000e+00
        23   -3.8332960337e-01    3.4132498195e-01   -1.2034964359e+00    8.2016683257e-01   -1.2034964359e+00    1.2800000000e+02    5.9760195345e-05    1.0000000000e+00
        24   -3.9152768716e-01    3.4188815999e-01   -1.2112418241e+00    8.1971413693e-01   -1.2112418241e+00    1.2800000000e+02    5.9504858395e-05    1.0000000000e+00
