#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            Coulomb             IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -7.4014066638e+01    6.5652414321e+03   -1.4628723725e+02    7.2273170614e+01    3.8599017978e+01   -2.0021928872e+02    1.5333033487e+01    1.2800000000e+04    6.6664854531e-02    8.3214192708e-01
         1   -7.2035503488e+01    5.2619866590e+03   -1.3921881830e+02    6.7183314807e+01    3.8511622489e+01   -1.9306347427e+02    1.5333033487e+01    1.2800000000e+04    6.6747818262e-02    8.3392578125e-01
         2   -7.3000076807e+01    6.3372066687e+03   -1.3825894893e+02    6.5258872122e+01    3.8320189227e+01   -1.9191217164e+02    1.5333033487e+01    1.2800000000e+04    6.6794972534e-02    8.3597656250e-01
         3   -7.1666491515e+01    5.1958474048e+03   -1.3976462892e+02    6.8098137410e+01    3.8348512667e+01   -1.9344617508e+02    1.5333033487e+01    1.2800000000e+04    6.6827581001e-02    8.3487630208e-01
         4   -7.2044246795e+01    5.3095430606e+03   -1.4116176648e+02    6.9117519682e+01    3.8527636127e+01   -1.9502243609e+02    1.5333033487e+01    1.2800000000e+04    6.6813911582e-02    8.3526041667e-01
         5   -7.2273457092e+01    5.3776708258e+03   -1.3810782397e+02    6.5834366874e+01    3.8418701124e+01   -1.9185955858e+02    1.5333033487e+01    1.2800000000e+04    6.6800935059e-02    8.3498046875e-01
         6   -7.1921329464e+01    5.2185051030e+03   -1.4108884447e+02    6.9167515004e+01    3.9039893155e+01   -1.9546177111e+02    1.5333033487e+01    1.2800000000e+04    6.6760909907e-02    8.3315104167e-01
         7   -7.1714731222e+01    5.1904030409e+03   -1.4024422466e+02    6.8529493435e+01    3.9003294719e+01   -1.9458055286e+02    1.5333033487e+01    1.2800000000e+04    6.6779861152e-02    8.3307942708e-01
         8   -7.1578504070e+01    5.2152132816e+03   -1.4136434345e+02    6.9785839385e+01    3.8684581853e+01   -1.9538195880e+02    1.5333033487e+01    1.2800000000e+04    6.6740953979e-02    8.3336588542e-01
         9   -7.2590660000e+01    5.5031529202e+03   -1.4316656153e+02    7.0575901533e+01    3.8512328352e+01   -1.9701192337e+02    1.5333033487e+01    1.2800000000e+04    6.6765777354e-02    8.3317057292e-01
        10   -7.1533032586e+01    5.1561844189e+03   -1.3964176623e+02    6.8108733648e+01    3.8754249500e+01   -1.9372904922e+02    1.5333033487e+01    1.2800000000e+04    6.6762784609e-02    8.3322916667e-01
        11   -7.1420706862e+01    5.1463982845e+03   -1.3783603245e+02    6.6415325583e+01    3.8490840413e+01   -1.9165990635e+02    1.5333033487e+01    1.2800000000e+04    6.6859518442e-02    8.3608723958e-01
        12   -7.1835616516e+01    5.2980605701e+03   -1.4457672867e+02    7.2741112157e+01    3.8653958208e+01   -1.9856372037e+02    1.5333033487e+01    1.2800000000e+04    6.6745706455e-02    8.3332031250e-01
        13   -7.1535395765e+01    5.1798486192e+03   -1.3922283450e+02    6.7687438732e+01    3.8496612722e+01   -1.9305248071e+02    1.5333033487e+01    1.2800000000e+04    6.6842223506e-02    8.3555989583e-01
        14   -7.1808404739e+01    5.2011466468e+03   -1.3749406138e+02    6.5685656637e+01    3.8643200118e+01   -1.9147029498e+02    1.5333033487e+01    1.2800000000e+04    6.6786441528e-02    8.3399088542e-01
        15   -7.1916915366e+01    5.2401021034e+03   -1.3908342953e+02    6.7166514165e+01    3.8602833912e+01   -1.9301929693e+02    1.5333033487e+01    1.2800000000e+04    6.6786631123e-02    8.3427083333e-01
        16   -7.1937481488e+01    5.4326173294e+03   -1.4001066542e+02    6.8073183930e+01    3.8647112231e+01   -1.9399081114e+02    1.5333033487e+01    1.2800000000e+04    6.6786536274e-02    8.3460286458e-01
        17   -7.2221018153e+01    5.4277600452e+03   -1.3849055846e+02    6.6269540311e+01    3.8483766160e+01   -1.9230735811e+02    1.5333033487e+01    1.2800000000e+04    6.6785004619e-02    8.3390625000e-01
        18   -7.9394198676e+01    6.5768557914e+04   -1.5359000378e+02    7.4195805102e+01    3.8144399439e+01   -2.0706743670e+02    1.5333033487e+01    1.2800000000e+04    6.6750106396e-02    8.3363281250e-01
        19   -7.2068202896e+01    5.2480045826e+03   -1.4034363162e+02    6.8275428722e+01    3.8543212584e+01   -1.9421987769e+02    1.5333033487e+01    1.2800000000e+04    6.6784853613e-02    8.3506510417e-01
