#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            Coulomb             IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -3.9237124354e+01    1.6932371312e+03   -8.2253722852e+01    4.3016598497e+01    3.0940747725e+01   -1.2664218956e+02    1.3447718988e+01    1.2800000000e+04    6.0302290361e-02    8.8302343750e-01
         1   -3.8809029637e+01    1.5575364033e+03   -8.0090127004e+01    4.1281097367e+01    3.1354069099e+01   -1.2489191509e+02    1.3447718988e+01    1.2800000000e+04    6.0525455503e-02    8.8296875000e-01
         2   -3.8851298174e+01    1.5780214867e+03   -8.0168085538e+01    4.1316787365e+01    3.1187984931e+01   -1.2480378946e+02    1.3447718988e+01    1.2800000000e+04    6.0523254233e-02    8.8367968750e-01
         3   -3.8948398655e+01    1.5508574097e+03   -8.1884768865e+01    4.2936370210e+01    3.1373812150e+01   -1.2670630000e+02    1.3447718988e+01    1.2800000000e+04    6.0402407651e-02    8.8089062500e-01
         4   -3.8499706382e+01    1.5075020478e+03   -7.9088077346e+01    4.0588370963e+01    3.1611381084e+01   -1.2414717742e+02    1.3447718988e+01    1.2800000000e+04    6.0438999502e-02    8.8239843750e-01
         5   -3.8791473115e+01    1.5773987429e+03   -8.0519664028e+01    4.1728190913e+01    3.1281546509e+01   -1.2524892952e+02    1.3447718988e+01    1.2800000000e+04    6.0451603276e-02    8.8116406250e-01
         6   -3.8678814182e+01    1.5190282703e+03   -7.8113265698e+01    3.9434451516e+01    3.1242202781e+01   -1.2280318747e+02    1.3447718988e+01    1.2800000000e+04    6.0498159233e-02    8.8375781250e-01
         7   -3.8668982823e+01    1.5212162294e+03   -7.9022629025e+01    4.0353646202e+01    3.1112772359e+01   -1.2358312037e+02    1.3447718988e+01    1.2800000000e+04    6.0509755376e-02    8.8307812500e-01
         8   -3.9272754128e+01    1.7074570671e+03   -8.2511414979e+01    4.3238660851e+01    3.1303227596e+01   -1.2726236156e+02    1.3447718988e+01    1.2800000000e+04    6.0436772085e-02    8.8267187500e-01
         9   -3.8594164105e+01    1.5339850404e+03   -8.0225730760e+01    4.1631566655e+01    3.1087245835e+01   -1.2476069558e+02    1.3447718988e+01    1.2800000000e+04    6.0488157427e-02    8.8350781250e-01
        10   -3.9041848465e+01    1.5610143265e+03   -8.1565485693e+01    4.2523637228e+01    3.1259695068e+01   -1.2627289975e+02    1.3447718988e+01    1.2800000000e+04    6.0425578530e-02    8.8118750000e-01
        11   -3.8837003159e+01    1.5332605137e+03   -8.0253511137e+01    4.1416507978e+01    3.1299201252e+01   -1.2500043138e+02    1.3447718988e+01    1.2800000000e+04    6.0489785771e-02    8.8332031250e-01
        12   -3.8449101072e+01    1.5150652466e+03   -8.2294746441e+01    4.3845645369e+01    3.1207211399e+01   -1.2694967683e+02    1.3447718988e+01    1.2800000000e+04    6.0446825947e-02    8.8200000000e-01
        13   -3.8796450001e+01    1.5315268665e+03   -8.1586221594e+01    4.2789771593e+01    3.1323898098e+01   -1.2635783868e+02    1.3447718988e+01    1.2800000000e+04    6.0449432476e-02    8.8286718750e-01
        14   -3.8980818673e+01    1.6375696868e+03   -7.9015030247e+01    4.0034211574e+01    3.1454175647e+01   -1.2391692488e+02    1.3447718988e+01    1.2800000000e+04    6.0494466509e-02    8.8305468750e-01
        15   -3.8643163189e+01    1.5486478090e+03   -8.0550253683e+01    4.1907090494e+01    3.1095651374e+01   -1.2509362405e+02    1.3447718988e+01    1.2800000000e+04    6.0540674580e-02    8.8408593750e-01
        16   -3.9180114154e+01    1.6994004033e+03   -8.1446008666e+01    4.2265894512e+01    3.1211122884e+01   -1.2610485054e+02    1.3447718988e+01    1.2800000000e+04    6.0467345000e-02    8.8335937500e-01
        17   -3.9135433598e+01    1.5872301467e+03   -8.2091057019e+01    4.2955623421e+01    3.1405449002e+01   -1.2694422501e+02    1.3447718988e+01    1.2800000000e+04    6.0475009609e-02    8.8349218750e-01
        18   -3.8596656615e+01    1.5107953451e+03   -7.9998468932e+01    4.1401812317e+01    3.1211547695e+01   -1.2465773561e+02    1.3447718988e+01    1.2800000000e+04    6.0462022300e-02    8.8239062500e-01
        19   -3.8668780691e+01    1.5151529929e+03   -7.8181266464e+01    3.9512485773e+01    3.1195279213e+01   -1.2282426467e+02    1.3447718988e+01    1.2800000000e+04    6.0518339814e-02    8.8541406250e-01
        20   -3.8520508627e+01    1.5177122144e+03   -8.1798389122e+01    4.3277880495e+01    3.1205225587e+01   -1.2645133370e+02    1.3447718988e+01    1.2800000000e+04    6.0481902402e-02    8.8343750000e-01
        21   -3.9725315229e+01    2.0980418541e+03   -8.1357256748e+01    4.1631941519e+01    3.1025177015e+01   -1.2583015275e+02    1.3447718988e+01    1.2800000000e+04    6.0498644146e-02    8.8360156250e-01
        22   -3.8834212187e+01    1.5349692855e+03   -7.8673915745e+01    3.9839703558e+01    3.0937359587e+01   -1.2305899432e+02    1.3447718988e+01    1.2800000000e+04    6.0491670342e-02    8.8499218750e-01
        23   -3.8939172578e+01    1.6002176246e+03   -8.2093024270e+01    4.3153851692e+01    3.1298214335e+01   -1.2683895759e+02    1.3447718988e+01    1.2800000000e+04    6.0477547935e-02    8.8261718750e-01
        24   -3.8627805078e+01    1.5160665243e+03   -7.9219886804e+01    4.0592081726e+01    3.1397315989e+01   -1.2406492178e+02    1.3447718988e+01    1.2800000000e+04    6.0492759785e-02    8.8386718750e-01
        25   -3.8796585179e+01    1.5549585453e+03   -7.9866819608e+01    4.1070234429e+01    3.1399083453e+01   -1.2471362205e+02    1.3447718988e+01    1.2800000000e+04    6.0485630781e-02    8.8406250000e-01
        26   -3.8580113642e+01    1.5153694978e+03   -8.0414653588e+01    4.1834539946e+01    3.1166825561e+01   -1.2502919814e+02    1.3447718988e+01    1.2800000000e+04    6.0520544292e-02    8.8322656250e-01
        27   -3.8998469094e+01    1.5772866422e+03   -8.0004197401e+01    4.1005728307e+01    3.1357278607e+01   -1.2480919500e+02    1.3447718988e+01    1.2800000000e+04    6.0449020498e-02    8.8296875000e-01
        28   -3.8930040290e+01    1.5630329967e+03   -7.9069901350e+01    4.0139861061e+01    3.1106578093e+01   -1.2362419843e+02    1.3447718988e+01    1.2800000000e+04    6.0576319385e-02    8.8492968750e-01
        29   -3.8822670004e+01    1.5999766630e+03   -8.0424117140e+01    4.1601447135e+01    3.1340629092e+01   -1.2521246522e+02    1.3447718988e+01    1.2800000000e+04    6.0517443306e-02    8.8340625000e-01
        30   -3.8966509091e+01    1.5669802455e+03   -7.9999778124e+01    4.1033269032e+01    3.0966642906e+01   -1.2441414002e+02    1.3447718988e+01    1.2800000000e+04    6.0562987900e-02    8.8395312500e-01
        31   -3.8800730491e+01    1.5492461823e+03   -8.1863068887e+01    4.3062338396e+01    3.1582805878e+01   -1.2689359375e+02    1.3447718988e+01    1.2800000000e+04    6.0483200757e-02    8.8241406250e-01
        32   -3.9741415703e+01    1.9434980796e+03   -8.3370817338e+01    4.3629401635e+01    3.1521504819e+01   -1.2834004114e+02    1.3447718988e+01    1.2800000000e+04    6.0460522607e-02    8.8220312500e-01
        33   -3.8530234059e+01    1.5186698645e+03   -8.0260604996e+01    4.1730370937e+01    3.1382199789e+01   -1.2509052377e+02    1.3447718988e+01    1.2800000000e+04    6.0474268760e-02    8.8273437500e-01
